match,date_ref,game_full_names,result,odds_away,odds_home,B's,fl_playoff,fl_pre_season,date,team_home,team_away,PTS_home,PTS_away,fl_home_win
CHI @ ATL 2016-02-11,11 Feb 2016,Chicago Bulls - Atlanta Hawks,90:113,2.51,1.58,9.0,0,0,2016-02-11,ATL,CHI,90,113,0
CLE @ LAL 2016-02-11,11 Feb 2016,Cleveland Cavaliers - Los Angeles Lakers,120:111,1.02,18.31,9.0,0,0,2016-02-11,LAL,CLE,120,111,1
MIN @ TOR 2016-02-11,11 Feb 2016,Minnesota Timberwolves - Toronto Raptors,117:112,3.13,1.4,9.0,0,0,2016-02-11,TOR,MIN,117,112,1
NOP @ UTA 2016-02-11,11 Feb 2016,New Orleans Pelicans - Utah Jazz,100:96,1.82,2.05,9.0,0,0,2016-02-11,UTA,NOP,100,96,1
BOS @ LAC 2016-02-11,11 Feb 2016,Boston Celtics - Los Angeles Clippers,139:134 OT,1.81,2.07,9.0,0,0,2016-02-11,LAC,BOS,139,134,1
BKN @ MEM 2016-02-11,11 Feb 2016,Brooklyn Nets - Memphis Grizzlies,90:109,2.54,1.56,9.0,0,0,2016-02-11,MEM,BKN,90,109,0
DET @ DEN 2016-02-11,11 Feb 2016,Detroit Pistons - Denver Nuggets,92:103,1.48,2.77,9.0,0,0,2016-02-11,DEN,DET,92,103,0
IND @ CHA 2016-02-11,11 Feb 2016,Indiana Pacers - Charlotte Hornets,95:117,1.62,2.39,9.0,0,0,2016-02-11,CHA,IND,95,117,0
ORL @ SAS 2016-02-11,11 Feb 2016,Orlando Magic - San Antonio Spurs,96:98,4.25,1.24,9.0,0,0,2016-02-11,SAS,ORL,96,98,0
PHI @ SAC 2016-02-11,11 Feb 2016,Philadelphia 76ers - Sacramento Kings,110:114,2.83,1.46,9.0,0,0,2016-02-11,SAC,PHI,110,114,0
GSW @ HOU 2016-02-11,11 Feb 2016,Golden State Warriors - Houston Rockets,123:110,1.05,11.69,9.0,0,0,2016-02-11,HOU,GSW,123,110,1
DAL @ UTA 2016-02-11,11 Feb 2016,Dallas Mavericks - Utah Jazz,119:121 OT,1.82,2.03,9.0,0,0,2016-02-11,UTA,DAL,119,121,0
MIA @ SAS 2016-02-11,11 Feb 2016,Miami Heat - San Antonio Spurs,101:119,3.32,1.36,9.0,0,0,2016-02-11,SAS,MIA,101,119,0
MIL @ BOS 2016-02-11,11 Feb 2016,Milwaukee Bucks - Boston Celtics,112:111,2.56,1.55,9.0,0,0,2016-02-11,BOS,MIL,112,111,1
NYK @ WAS 2016-02-11,11 Feb 2016,New York Knicks - Washington Wizards,108:111,2.03,1.84,9.0,0,0,2016-02-11,WAS,NYK,108,111,0
PHX @ OKC 2016-02-09,09 Feb 2016,Phoenix Suns - Oklahoma City Thunder,106:122,9.20,1.08,9.0,0,0,2016-02-09,OKC,PHX,106,122,0
ATL @ ORL 2016-02-09,09 Feb 2016,Atlanta Hawks - Orlando Magic,110:117 OT,1.25,4.25,9.0,0,0,2016-02-09,ORL,ATL,110,117,0
MEM @ POR 2016-02-09,09 Feb 2016,Memphis Grizzlies - Portland Trail Blazers,106:112 OT,1.67,2.3,9.0,0,0,2016-02-09,POR,MEM,106,112,0
MIN @ NOP 2016-02-09,09 Feb 2016,Minnesota Timberwolves - New Orleans Pelicans,102:116,1.76,2.14,9.0,0,0,2016-02-09,NOP,MIN,102,116,0
BKN @ DEN 2016-02-09,09 Feb 2016,Brooklyn Nets - Denver Nuggets,105:104,2.21,1.71,9.0,0,0,2016-02-09,DEN,BKN,105,104,1
DET @ TOR 2016-02-09,09 Feb 2016,Detroit Pistons - Toronto Raptors,89:103,2.07,1.81,9.0,0,0,2016-02-09,TOR,DET,89,103,0
CHA @ CHI 2016-02-09,09 Feb 2016,Charlotte Hornets - Chicago Bulls,108:91,1.30,3.74,9.0,0,0,2016-02-09,CHI,CHA,108,91,1
CLE @ SAC 2016-02-09,09 Feb 2016,Cleveland Cavaliers - Sacramento Kings,120:100,1.10,7.71,9.0,0,0,2016-02-09,SAC,CLE,120,100,1
IND @ LAL 2016-02-09,09 Feb 2016,Indiana Pacers - Los Angeles Lakers,89:87,1.09,8.46,9.0,0,0,2016-02-09,LAL,IND,89,87,1
PHI @ LAC 2016-02-09,09 Feb 2016,Philadelphia 76ers - Los Angeles Clippers,92:98 OT,4.55,1.22,9.0,0,0,2016-02-09,LAC,PHI,92,98,0
MIA @ LAC 2016-02-07,07 Feb 2016,Miami Heat - Los Angeles Clippers,93:100,1.96,1.89,9.0,0,0,2016-02-07,LAC,MIA,93,100,0
BOS @ SAC 2016-02-07,07 Feb 2016,Boston Celtics - Sacramento Kings,128:119,1.28,3.94,9.0,0,0,2016-02-07,SAC,BOS,128,119,1
NYK @ DEN 2016-02-07,07 Feb 2016,New York Knicks - Denver Nuggets,96:101,1.59,2.47,9.0,0,0,2016-02-07,DEN,NYK,96,101,0
ORL @ ATL 2016-02-07,07 Feb 2016,Orlando Magic - Atlanta Hawks,96:94,2.39,1.63,9.0,0,0,2016-02-07,ATL,ORL,96,94,1
GSW @ OKC 2016-02-07,07 Feb 2016,Golden State Warriors - Oklahoma City Thunder,116:108,1.30,3.75,9.0,0,0,2016-02-07,OKC,GSW,116,108,1
PHX @ UTA 2016-02-07,07 Feb 2016,Phoenix Suns - Utah Jazz,89:98,3.41,1.35,9.0,0,0,2016-02-07,UTA,PHX,89,98,0
SAS @ LAL 2016-02-07,07 Feb 2016,San Antonio Spurs - Los Angeles Lakers,106:102,1.02,17.58,9.0,0,0,2016-02-07,LAL,SAS,106,102,1
MEM @ DAL 2016-02-07,07 Feb 2016,Memphis Grizzlies - Dallas Mavericks,110:114 OT,1.48,2.78,9.0,0,0,2016-02-07,DAL,MEM,110,114,0
MIN @ CHI 2016-02-07,07 Feb 2016,Minnesota Timberwolves - Chicago Bulls,112:105,1.65,2.34,9.0,0,0,2016-02-07,CHI,MIN,112,105,1
CLE @ NOP 2016-02-07,07 Feb 2016,Cleveland Cavaliers - New Orleans Pelicans,99:84,1.17,5.37,9.0,0,0,2016-02-07,NOP,CLE,99,84,1
PHI @ BKN 2016-02-07,07 Feb 2016,Philadelphia 76ers - Brooklyn Nets,103:98,1.94,1.91,9.0,0,0,2016-02-07,BKN,PHI,103,98,1
CHA @ WAS 2016-02-07,07 Feb 2016,Charlotte Hornets - Washington Wizards,108:104,1.46,2.83,9.0,0,0,2016-02-07,WAS,CHA,108,104,1
IND @ DET 2016-02-07,07 Feb 2016,Indiana Pacers - Detroit Pistons,112:104,1.55,2.59,9.0,0,0,2016-02-07,DET,IND,112,104,1
HOU @ POR 2016-02-07,07 Feb 2016,Houston Rockets - Portland Trail Blazers,79:96,1.52,2.67,9.0,0,0,2016-02-07,POR,HOU,79,96,0
DAL @ SAS 2016-02-07,07 Feb 2016,Dallas Mavericks - San Antonio Spurs,90:116,3.31,1.36,9.0,0,0,2016-02-07,SAS,DAL,90,116,0
DEN @ CHI 2016-02-07,07 Feb 2016,Denver Nuggets - Chicago Bulls,115:110,1.72,2.2,9.0,0,0,2016-02-07,CHI,DEN,115,110,1
UTA @ MIL 2016-02-07,07 Feb 2016,Utah Jazz - Milwaukee Bucks,84:81,1.32,3.55,9.0,0,0,2016-02-07,MIL,UTA,84,81,1
BKN @ SAC 2016-02-06,06 Feb 2016,Brooklyn Nets - Sacramento Kings,128:119,2.82,1.47,9.0,0,0,2016-02-06,SAC,BKN,128,119,1
CLE @ BOS 2016-02-06,06 Feb 2016,Cleveland Cavaliers - Boston Celtics,103:104,1.34,3.46,9.0,0,0,2016-02-06,BOS,CLE,103,104,0
NYK @ MEM 2016-02-06,06 Feb 2016,New York Knicks - Memphis Grizzlies,85:91,2.82,1.47,9.0,0,0,2016-02-06,MEM,NYK,85,91,0
ATL @ IND 2016-02-06,06 Feb 2016,Atlanta Hawks - Indiana Pacers,102:96,1.47,2.8,9.0,0,0,2016-02-06,IND,ATL,102,96,1
CHA @ MIA 2016-02-06,06 Feb 2016,Charlotte Hornets - Miami Heat,95:98,1.59,2.47,9.0,0,0,2016-02-06,MIA,CHA,95,98,0
ORL @ LAC 2016-02-06,06 Feb 2016,Orlando Magic - Los Angeles Clippers,93:107,2.37,1.63,9.0,0,0,2016-02-06,LAC,ORL,93,107,0
WAS @ PHI 2016-02-06,06 Feb 2016,Washington Wizards - Philadelphia 76ers,106:94,1.22,4.56,9.0,0,0,2016-02-06,PHI,WAS,106,94,1
POR @ TOR 2016-02-06,06 Feb 2016,Portland Trail Blazers - Toronto Raptors,103:110,1.82,2.05,9.0,0,0,2016-02-06,TOR,POR,103,110,0
NOP @ LAL 2016-02-06,06 Feb 2016,New Orleans Pelicans - Los Angeles Lakers,96:99,1.19,5.06,9.0,0,0,2016-02-06,LAL,NOP,96,99,0
PHX @ HOU 2016-02-06,06 Feb 2016,Phoenix Suns - Houston Rockets,105:111,3.85,1.29,9.0,0,0,2016-02-06,HOU,PHX,105,111,0
DET @ NYK 2016-02-05,05 Feb 2016,Detroit Pistons - New York Knicks,111:105,1.57,2.54,9.0,0,0,2016-02-05,NYK,DET,111,105,1
LAC @ MIN 2016-02-05,05 Feb 2016,Los Angeles Clippers - Minnesota Timberwolves,102:108,1.14,6.38,9.0,0,0,2016-02-05,MIN,LAC,102,108,0
SAC @ CHI 2016-02-05,05 Feb 2016,Sacramento Kings - Chicago Bulls,102:107,1.58,2.49,9.0,0,0,2016-02-05,CHI,SAC,102,107,0
UTA @ DEN 2016-02-05,05 Feb 2016,Utah Jazz - Denver Nuggets,85:81,1.27,3.98,9.0,0,0,2016-02-05,DEN,UTA,85,81,1
DAL @ MIA 2016-02-05,05 Feb 2016,Dallas Mavericks - Miami Heat,90:93,1.71,2.21,9.0,0,0,2016-02-05,MIA,DAL,90,93,0
SAS @ NOP 2016-02-05,05 Feb 2016,San Antonio Spurs - New Orleans Pelicans,110:97,1.08,9.02,9.0,0,0,2016-02-05,NOP,SAS,110,97,1
OKC @ ORL 2016-02-05,05 Feb 2016,Oklahoma City Thunder - Orlando Magic,117:114,1.11,7.38,9.0,0,0,2016-02-05,ORL,OKC,117,114,1
WAS @ GSW 2016-02-05,05 Feb 2016,Washington Wizards - Golden State Warriors,121:134,5.45,1.17,9.0,0,0,2016-02-05,GSW,WAS,121,134,0
BOS @ DET 2016-02-04,04 Feb 2016,Boston Celtics - Detroit Pistons,102:95,1.55,2.58,9.0,0,0,2016-02-04,DET,BOS,102,95,1
BKN @ IND 2016-02-04,04 Feb 2016,Brooklyn Nets - Indiana Pacers,100:114,3.23,1.38,9.0,0,0,2016-02-04,IND,BKN,100,114,0
CHA @ CLE 2016-02-04,04 Feb 2016,Charlotte Hornets - Cleveland Cavaliers,106:97,4.09,1.26,9.0,0,0,2016-02-04,CLE,CHA,106,97,1
PHI @ ATL 2016-02-04,04 Feb 2016,Philadelphia 76ers - Atlanta Hawks,86:124,3.88,1.28,9.0,0,0,2016-02-04,ATL,PHI,86,124,0
LAL @ MIN 2016-02-04,04 Feb 2016,Los Angeles Lakers - Minnesota Timberwolves,119:115,2.58,1.55,9.0,0,0,2016-02-04,MIN,LAL,119,115,1
POR @ MIL 2016-02-04,04 Feb 2016,Portland Trail Blazers - Milwaukee Bucks,107:95,1.33,3.52,9.0,0,0,2016-02-04,MIL,POR,107,95,1
PHX @ TOR 2016-02-04,04 Feb 2016,Phoenix Suns - Toronto Raptors,97:104,4.84,1.2,9.0,0,0,2016-02-04,TOR,PHX,97,104,0
HOU @ MIA 2016-02-04,04 Feb 2016,Houston Rockets - Miami Heat,115:102,1.54,2.61,9.0,0,0,2016-02-04,MIA,HOU,115,102,1
NYK @ BOS 2016-02-03,03 Feb 2016,New York Knicks - Boston Celtics,89:97,2.64,1.52,9.0,0,0,2016-02-03,BOS,NYK,89,97,0
SAC @ MIL 2016-02-03,03 Feb 2016,Sacramento Kings - Milwaukee Bucks,111:104,1.80,2.05,9.0,0,0,2016-02-03,MIL,SAC,111,104,1
DEN @ TOR 2016-02-03,03 Feb 2016,Denver Nuggets - Toronto Raptors,112:93,2.65,1.52,9.0,0,0,2016-02-03,TOR,DEN,112,93,1
UTA @ CHI 2016-02-03,03 Feb 2016,Utah Jazz - Chicago Bulls,105:96 OT,1.46,2.82,9.0,0,0,2016-02-03,CHI,UTA,105,96,1
SAS @ ORL 2016-02-03,03 Feb 2016,San Antonio Spurs - Orlando Magic,107:92,1.03,16.6,9.0,0,0,2016-02-03,ORL,SAS,107,92,1
ATL @ DAL 2016-02-03,03 Feb 2016,Atlanta Hawks - Dallas Mavericks,112:97,1.39,3.14,9.0,0,0,2016-02-03,DAL,ATL,112,97,1
NOP @ MEM 2016-02-03,03 Feb 2016,New Orleans Pelicans - Memphis Grizzlies,95:110,1.69,2.25,9.0,0,0,2016-02-03,MEM,NOP,95,110,0
OKC @ WAS 2016-02-03,03 Feb 2016,Oklahoma City Thunder - Washington Wizards,114:98,1.18,5.33,9.0,0,0,2016-02-03,WAS,OKC,114,98,1
BKN @ DET 2016-02-02,02 Feb 2016,Brooklyn Nets - Detroit Pistons,100:105,3.45,1.34,9.0,0,0,2016-02-02,DET,BKN,100,105,0
IND @ CLE 2016-02-02,02 Feb 2016,Indiana Pacers - Cleveland Cavaliers,106:111 OT,2.81,1.47,9.0,0,0,2016-02-02,CLE,IND,106,111,0
LAL @ CHA 2016-02-02,02 Feb 2016,Los Angeles Lakers - Charlotte Hornets,82:101,2.48,1.59,9.0,0,0,2016-02-02,CHA,LAL,82,101,0
POR @ MIN 2016-02-01,01 Feb 2016,Portland Trail Blazers - Minnesota Timberwolves,96:93,1.36,3.34,9.0,0,0,2016-02-01,MIN,POR,96,93,1
NYK @ GSW 2016-02-01,01 Feb 2016,New York Knicks - Golden State Warriors,95:116,5.81,1.16,9.0,0,0,2016-02-01,GSW,NYK,95,116,0
DAL @ PHX 2016-02-01,01 Feb 2016,Dallas Mavericks - Phoenix Suns,91:78,1.22,4.58,9.0,0,0,2016-02-01,PHX,DAL,91,78,1
MIA @ ATL 2016-02-01,01 Feb 2016,Miami Heat - Atlanta Hawks,105:87,2.28,1.68,9.0,0,0,2016-02-01,ATL,MIA,105,87,1
ORL @ BOS 2016-02-01,01 Feb 2016,Orlando Magic - Boston Celtics,119:114,2.51,1.58,9.0,0,0,2016-02-01,BOS,ORL,119,114,1
LAC @ CHI 2016-02-01,01 Feb 2016,Los Angeles Clippers - Chicago Bulls,120:93,1.55,2.58,9.0,0,0,2016-02-01,CHI,LAC,120,93,1
CLE @ SAS 2016-02-01,01 Feb 2016,Cleveland Cavaliers - San Antonio Spurs,117:103,2.01,1.85,9.0,0,0,2016-02-01,SAS,CLE,117,103,1
HOU @ WAS 2016-02-01,01 Feb 2016,Houston Rockets - Washington Wizards,122:123,1.53,2.63,9.0,0,0,2016-02-01,WAS,HOU,122,123,0
MEM @ SAC 2016-02-01,01 Feb 2016,Memphis Grizzlies - Sacramento Kings,121:117,1.58,2.5,9.0,0,0,2016-02-01,SAC,MEM,121,117,1
IND @ DEN 2016-01-31,31 Jan 2016,Indiana Pacers - Denver Nuggets,109:105 OT,1.20,4.86,9.0,0,0,2016-01-31,DEN,IND,109,105,1
NOP @ BKN 2016-01-31,31 Jan 2016,New Orleans Pelicans - Brooklyn Nets,105:103,1.24,4.38,9.0,0,0,2016-01-31,BKN,NOP,105,103,1
TOR @ DET 2016-01-31,31 Jan 2016,Toronto Raptors - Detroit Pistons,111:107,1.28,3.93,9.0,0,0,2016-01-31,DET,TOR,111,107,1
PHI @ GSW 2016-01-31,31 Jan 2016,Philadelphia 76ers - Golden State Warriors,105:108,19.10,1.02,9.0,0,0,2016-01-31,GSW,PHI,105,108,0
LAC @ LAL 2016-01-31,31 Jan 2016,Los Angeles Clippers - Los Angeles Lakers,105:93,1.05,12.84,9.0,0,0,2016-01-31,LAL,LAC,105,93,1
POR @ CHA 2016-01-31,31 Jan 2016,Portland Trail Blazers - Charlotte Hornets,109:91,1.42,2.99,9.0,0,0,2016-01-31,CHA,POR,109,91,1
UTA @ MIN 2016-01-31,31 Jan 2016,Utah Jazz - Minnesota Timberwolves,103:90,1.23,4.45,9.0,0,0,2016-01-31,MIN,UTA,103,90,1
DAL @ BKN 2016-01-31,31 Jan 2016,Dallas Mavericks - Brooklyn Nets,91:79,1.26,4.12,9.0,0,0,2016-01-31,BKN,DAL,91,79,1
MIL @ MIA 2016-01-31,31 Jan 2016,Milwaukee Bucks - Miami Heat,103:107,1.96,1.89,9.0,0,0,2016-01-31,MIA,MIL,103,107,0
OKC @ HOU 2016-01-31,31 Jan 2016,Oklahoma City Thunder - Houston Rockets,116:108,1.26,4.16,9.0,0,0,2016-01-31,HOU,OKC,116,108,1
BOS @ ORL 2016-01-30,30 Jan 2016,Boston Celtics - Orlando Magic,113:94,1.26,4.12,9.0,0,0,2016-01-30,ORL,BOS,113,94,1
DET @ CLE 2016-01-30,30 Jan 2016,Detroit Pistons - Cleveland Cavaliers,106:114,2.53,1.57,9.0,0,0,2016-01-30,CLE,DET,106,114,0
NYK @ PHX 2016-01-30,30 Jan 2016,New York Knicks - Phoenix Suns,102:84,1.28,3.95,9.0,0,0,2016-01-30,PHX,NYK,102,84,1
LAL @ CHI 2016-01-30,30 Jan 2016,Los Angeles Lakers - Chicago Bulls,91:114,4.51,1.23,9.0,0,0,2016-01-30,CHI,LAL,91,114,0
MEM @ MIL 2016-01-30,30 Jan 2016,Memphis Grizzlies - Milwaukee Bucks,103:83,1.46,2.84,9.0,0,0,2016-01-30,MIL,MEM,103,83,1
NOP @ SAC 2016-01-30,30 Jan 2016,New Orleans Pelicans - Sacramento Kings,114:105,2.89,1.44,9.0,0,0,2016-01-30,SAC,NOP,114,105,1
TOR @ NYK 2016-01-30,30 Jan 2016,Toronto Raptors - New York Knicks,103:93,1.10,7.81,9.0,0,0,2016-01-30,NYK,TOR,103,93,1
IND @ ATL 2016-01-29,29 Jan 2016,Indiana Pacers - Atlanta Hawks,111:92,1.70,2.24,9.0,0,0,2016-01-29,ATL,IND,111,92,1
WAS @ DEN 2016-01-29,29 Jan 2016,Washington Wizards - Denver Nuggets,113:117,1.31,3.68,9.0,0,0,2016-01-29,DEN,WAS,113,117,0
GSW @ DAL 2016-01-29,29 Jan 2016,Golden State Warriors - Dallas Mavericks,127:107,1.02,19.61,9.0,0,0,2016-01-29,DAL,GSW,127,107,1
UTA @ CHA 2016-01-29,29 Jan 2016,Utah Jazz - Charlotte Hornets,102:73,1.35,3.39,9.0,0,0,2016-01-29,CHA,UTA,102,73,1
ATL @ LAC 2016-01-29,29 Jan 2016,Atlanta Hawks - Los Angeles Clippers,83:85,1.46,2.85,9.0,0,0,2016-01-29,LAC,ATL,83,85,0
MIN @ OKC 2016-01-29,29 Jan 2016,Minnesota Timberwolves - Oklahoma City Thunder,123:126,3.38,1.35,9.0,0,0,2016-01-29,OKC,MIN,123,126,0
SAS @ HOU 2016-01-29,29 Jan 2016,San Antonio Spurs - Houston Rockets,130:99,1.19,5.0,9.0,0,0,2016-01-29,HOU,SAS,130,99,1
BOS @ DEN 2016-01-28,28 Jan 2016,Boston Celtics - Denver Nuggets,111:103,1.19,5.14,9.0,0,0,2016-01-28,DEN,BOS,111,103,1
DET @ PHI 2016-01-28,28 Jan 2016,Detroit Pistons - Philadelphia 76ers,110:97,1.10,7.79,9.0,0,0,2016-01-28,PHI,DET,110,97,1
CLE @ PHX 2016-01-28,28 Jan 2016,Cleveland Cavaliers - Phoenix Suns,115:93,1.02,20.19,9.0,0,0,2016-01-28,PHX,CLE,115,93,1
LAL @ DAL 2016-01-28,28 Jan 2016,Los Angeles Lakers - Dallas Mavericks,90:92,3.28,1.37,9.0,0,0,2016-01-28,DAL,LAL,90,92,0
POR @ SAC 2016-01-28,28 Jan 2016,Portland Trail Blazers - Sacramento Kings,112:97,1.50,2.72,9.0,0,0,2016-01-28,SAC,POR,112,97,1
MIL @ ORL 2016-01-28,28 Jan 2016,Milwaukee Bucks - Orlando Magic,107:100,1.50,2.7,9.0,0,0,2016-01-28,ORL,MIL,107,100,1
BKN @ MIA 2016-01-27,27 Jan 2016,Brooklyn Nets - Miami Heat,98:102,2.40,1.62,9.0,0,0,2016-01-27,MIA,BKN,98,102,0
NYK @ OKC 2016-01-27,27 Jan 2016,New York Knicks - Oklahoma City Thunder,122:128 OT,4.73,1.21,9.0,0,0,2016-01-27,OKC,NYK,122,128,0
TOR @ WAS 2016-01-27,27 Jan 2016,Toronto Raptors - Washington Wizards,106:89,1.26,4.08,9.0,0,0,2016-01-27,WAS,TOR,106,89,1
IND @ LAC 2016-01-27,27 Jan 2016,Indiana Pacers - Los Angeles Clippers,89:91,1.94,1.91,9.0,0,0,2016-01-27,LAC,IND,89,91,0
PHI @ PHX 2016-01-27,27 Jan 2016,Philadelphia 76ers - Phoenix Suns,113:103,1.77,2.12,9.0,0,0,2016-01-27,PHX,PHI,113,103,1
GSW @ SAS 2016-01-27,27 Jan 2016,Golden State Warriors - San Antonio Spurs,120:90,1.51,2.69,9.0,0,0,2016-01-27,SAS,GSW,120,90,1
SAC @ CHA 2016-01-27,27 Jan 2016,Sacramento Kings - Charlotte Hornets,128:129 OT,1.28,3.95,9.0,0,0,2016-01-27,CHA,SAC,128,129,0
DEN @ ATL 2016-01-27,27 Jan 2016,Denver Nuggets - Atlanta Hawks,105:119,2.44,1.6,9.0,0,0,2016-01-27,ATL,DEN,105,119,0
UTA @ DET 2016-01-27,27 Jan 2016,Utah Jazz - Detroit Pistons,92:95,1.70,2.24,9.0,0,0,2016-01-27,DET,UTA,92,95,0
CHI @ MIA 2016-01-27,27 Jan 2016,Chicago Bulls - Miami Heat,84:89,1.33,3.51,9.0,0,0,2016-01-27,MIA,CHI,84,89,0
NOP @ HOU 2016-01-27,27 Jan 2016,New Orleans Pelicans - Houston Rockets,111:112,1.55,2.57,9.0,0,0,2016-01-27,HOU,NOP,111,112,0
MEM @ ORL 2016-01-26,26 Jan 2016,Memphis Grizzlies - Orlando Magic,108:102 OT,1.45,2.85,9.0,0,0,2016-01-26,ORL,MEM,108,102,1
CLE @ MIN 2016-01-26,26 Jan 2016,Cleveland Cavaliers - Minnesota Timberwolves,114:107,1.07,9.56,9.0,0,0,2016-01-26,MIN,CLE,114,107,1
WAS @ BOS 2016-01-26,26 Jan 2016,Washington Wizards - Boston Celtics,91:116,1.67,2.3,9.0,0,0,2016-01-26,BOS,WAS,91,116,0
BKN @ OKC 2016-01-25,25 Jan 2016,Brooklyn Nets - Oklahoma City Thunder,116:106,10.64,1.06,9.0,0,0,2016-01-25,OKC,BKN,116,106,1
PHI @ BOS 2016-01-25,25 Jan 2016,Philadelphia 76ers - Boston Celtics,92:112,3.96,1.27,9.0,0,0,2016-01-25,BOS,PHI,92,112,0
TOR @ LAC 2016-01-25,25 Jan 2016,Toronto Raptors - Los Angeles Clippers,112:94,1.71,2.22,9.0,0,0,2016-01-25,LAC,TOR,112,94,1
HOU @ DAL 2016-01-25,25 Jan 2016,Houston Rockets - Dallas Mavericks,115:104,1.61,2.41,9.0,0,0,2016-01-25,DAL,HOU,115,104,1
POR @ LAL 2016-01-25,25 Jan 2016,Portland Trail Blazers - Los Angeles Lakers,121:103,1.12,7.04,9.0,0,0,2016-01-25,LAL,POR,121,103,1
SAC @ IND 2016-01-25,25 Jan 2016,Sacramento Kings - Indiana Pacers,108:97,1.66,2.32,9.0,0,0,2016-01-25,IND,SAC,108,97,1
DEN @ DET 2016-01-25,25 Jan 2016,Denver Nuggets - Detroit Pistons,104:101,2.64,1.52,9.0,0,0,2016-01-25,DET,DEN,104,101,1
PHX @ ATL 2016-01-25,25 Jan 2016,Phoenix Suns - Atlanta Hawks,98:95,6.68,1.13,9.0,0,0,2016-01-25,ATL,PHX,98,95,1
CLE @ CHI 2016-01-25,25 Jan 2016,Cleveland Cavaliers - Chicago Bulls,83:96,1.16,5.84,9.0,0,0,2016-01-25,CHI,CLE,83,96,0
MIN @ MEM 2016-01-25,25 Jan 2016,Minnesota Timberwolves - Memphis Grizzlies,106:101,2.36,1.64,9.0,0,0,2016-01-25,MEM,MIN,106,101,1
CHA @ NYK 2016-01-24,24 Jan 2016,Charlotte Hornets - New York Knicks,97:84,2.04,1.83,9.0,0,0,2016-01-24,NYK,CHA,97,84,1
NOP @ MIL 2016-01-24,24 Jan 2016,New Orleans Pelicans - Milwaukee Bucks,116:99,1.38,3.21,9.0,0,0,2016-01-24,MIL,NOP,116,99,1
GSW @ IND 2016-01-24,24 Jan 2016,Golden State Warriors - Indiana Pacers,122:110,1.08,9.25,9.0,0,0,2016-01-24,IND,GSW,122,110,1
LAL @ SAS 2016-01-24,24 Jan 2016,Los Angeles Lakers - San Antonio Spurs,95:108,17.71,1.02,9.0,0,0,2016-01-24,SAS,LAL,95,108,0
DAL @ OKC 2016-01-24,24 Jan 2016,Dallas Mavericks - Oklahoma City Thunder,106:109,3.37,1.35,9.0,0,0,2016-01-24,OKC,DAL,106,109,0
HOU @ MIL 2016-01-24,24 Jan 2016,Houston Rockets - Milwaukee Bucks,102:98,1.70,2.23,9.0,0,0,2016-01-24,MIL,HOU,102,98,1
TOR @ MIA 2016-01-24,24 Jan 2016,Toronto Raptors - Miami Heat,101:81,1.15,5.88,9.0,0,0,2016-01-24,MIA,TOR,101,81,1
BOS @ CHI 2016-01-23,23 Jan 2016,Boston Celtics - Chicago Bulls,110:101,1.60,2.44,9.0,0,0,2016-01-23,CHI,BOS,110,101,1
BKN @ UTA 2016-01-23,23 Jan 2016,Brooklyn Nets - Utah Jazz,86:108,3.02,1.42,9.0,0,0,2016-01-23,UTA,BKN,86,108,0
NYK @ LAC 2016-01-23,23 Jan 2016,New York Knicks - Los Angeles Clippers,88:116,2.17,1.74,9.0,0,0,2016-01-23,LAC,NYK,88,116,0
ORL @ CHA 2016-01-23,23 Jan 2016,Orlando Magic - Charlotte Hornets,116:120 OT,1.49,2.75,9.0,0,0,2016-01-23,CHA,ORL,116,120,0
PHX @ SAS 2016-01-23,23 Jan 2016,Phoenix Suns - San Antonio Spurs,89:117,18.44,1.02,9.0,0,0,2016-01-23,SAS,PHX,89,117,0
SAC @ ATL 2016-01-23,23 Jan 2016,Sacramento Kings - Atlanta Hawks,91:88,1.94,1.91,9.0,0,0,2016-01-23,ATL,SAC,91,88,1
DEN @ MEM 2016-01-23,23 Jan 2016,Denver Nuggets - Memphis Grizzlies,101:102,2.23,1.7,9.0,0,0,2016-01-23,MEM,DEN,101,102,0
CLE @ LAC 2016-01-23,23 Jan 2016,Cleveland Cavaliers - Los Angeles Clippers,115:102,1.36,3.28,9.0,0,0,2016-01-23,LAC,CLE,115,102,1
NOP @ DET 2016-01-23,23 Jan 2016,New Orleans Pelicans - Detroit Pistons,115:99,1.72,2.2,9.0,0,0,2016-01-23,DET,NOP,115,99,1
LAL @ SAC 2016-01-21,21 Jan 2016,Los Angeles Lakers - Sacramento Kings,93:112,3.51,1.33,9.0,0,0,2016-01-21,SAC,LAL,93,112,0
POR @ ATL 2016-01-21,21 Jan 2016,Portland Trail Blazers - Atlanta Hawks,98:104,2.03,1.83,9.0,0,0,2016-01-21,ATL,POR,98,104,0
DAL @ MIN 2016-01-21,21 Jan 2016,Dallas Mavericks - Minnesota Timberwolves,106:94 OT,1.37,3.24,9.0,0,0,2016-01-21,MIN,DAL,106,94,1
CHI @ GSW 2016-01-21,21 Jan 2016,Chicago Bulls - Golden State Warriors,94:125,3.17,1.39,9.0,0,0,2016-01-21,GSW,CHI,94,125,0
HOU @ DET 2016-01-21,21 Jan 2016,Houston Rockets - Detroit Pistons,114:123,1.64,2.35,9.0,0,0,2016-01-21,DET,HOU,114,123,0
