match,date_ref,game_full_names,result,odds_away,odds_home,B's,fl_playoff,fl_pre_season,date,team_home,team_away,PTS_home,PTS_away,fl_home_win
LAL @ SAC 2018-04-02,02 Apr 2018,Los Angeles Lakers - Sacramento Kings,83:84,1.30,3.7,13.0,0,0,2018-04-02,SAC,LAL,83,84,0
POR @ MEM 2018-04-02,02 Apr 2018,Portland Trail Blazers - Memphis Grizzlies,113:98,1.05,12.41,13.0,0,0,2018-04-02,MEM,POR,113,98,1
GSW @ PHX 2018-04-02,02 Apr 2018,Golden State Warriors - Phoenix Suns,117:107,1.05,12.27,13.0,0,0,2018-04-02,PHX,GSW,117,107,1
DEN @ MIL 2018-04-02,02 Apr 2018,Denver Nuggets - Milwaukee Bucks,128:125 OT,1.45,2.87,13.0,0,0,2018-04-02,MIL,DEN,128,125,1
MIN @ UTA 2018-04-01,01 Apr 2018,Minnesota Timberwolves - Utah Jazz,97:121,2.24,1.69,13.0,0,0,2018-04-01,UTA,MIN,97,121,0
ATL @ ORL 2018-04-01,01 Apr 2018,Atlanta Hawks - Orlando Magic,94:88,1.82,2.04,13.0,0,0,2018-04-01,ORL,ATL,94,88,1
BKN @ DET 2018-04-01,01 Apr 2018,Brooklyn Nets - Detroit Pistons,96:108,1.93,1.91,13.0,0,0,2018-04-01,DET,BKN,96,108,0
CLE @ DAL 2018-04-01,01 Apr 2018,Cleveland Cavaliers - Dallas Mavericks,98:87,1.14,6.08,13.0,0,0,2018-04-01,DAL,CLE,98,87,1
NOP @ OKC 2018-04-01,01 Apr 2018,New Orleans Pelicans - Oklahoma City Thunder,104:109,1.97,1.88,13.0,0,0,2018-04-01,OKC,NOP,104,109,0
CHI @ WAS 2018-04-01,01 Apr 2018,Chicago Bulls - Washington Wizards,113:94,3.74,1.29,13.0,0,0,2018-04-01,WAS,CHI,113,94,1
LAC @ IND 2018-04-01,01 Apr 2018,Los Angeles Clippers - Indiana Pacers,104:111,1.66,2.28,13.0,0,0,2018-04-01,IND,LAC,104,111,0
SAS @ HOU 2018-04-01,01 Apr 2018,San Antonio Spurs - Houston Rockets,100:83,1.94,1.9,13.0,0,0,2018-04-01,HOU,SAS,100,83,1
CHA @ PHI 2018-04-01,01 Apr 2018,Charlotte Hornets - Philadelphia 76ers,102:119,2.24,1.68,13.0,0,0,2018-04-01,PHI,CHA,102,119,0
SAC @ GSW 2018-04-01,01 Apr 2018,Sacramento Kings - Golden State Warriors,96:112,4.42,1.23,13.0,0,0,2018-04-01,GSW,SAC,96,112,0
MIA @ BKN 2018-04-01,01 Apr 2018,Miami Heat - Brooklyn Nets,109:110 OT,1.25,4.2,13.0,0,0,2018-04-01,BKN,MIA,109,110,0
BOS @ TOR 2018-03-31,31 Mar 2018,Boston Celtics - Toronto Raptors,110:99,2.66,1.51,13.0,0,0,2018-03-31,TOR,BOS,110,99,1
NYK @ DET 2018-03-31,31 Mar 2018,New York Knicks - Detroit Pistons,109:115,2.66,1.51,13.0,0,0,2018-03-31,DET,NYK,109,115,0
WAS @ CHA 2018-03-31,31 Mar 2018,Washington Wizards - Charlotte Hornets,107:93,1.38,3.16,13.0,0,0,2018-03-31,CHA,WAS,107,93,1
LAL @ MIL 2018-03-31,31 Mar 2018,Los Angeles Lakers - Milwaukee Bucks,122:124 OT,1.95,1.9,13.0,0,0,2018-03-31,MIL,LAL,122,124,0
POR @ LAC 2018-03-31,31 Mar 2018,Portland Trail Blazers - Los Angeles Clippers,105:96,1.39,3.13,13.0,0,0,2018-03-31,LAC,POR,105,96,1
UTA @ MEM 2018-03-31,31 Mar 2018,Utah Jazz - Memphis Grizzlies,107:97,1.04,13.31,13.0,0,0,2018-03-31,MEM,UTA,107,97,1
DAL @ MIN 2018-03-31,31 Mar 2018,Dallas Mavericks - Minnesota Timberwolves,92:93,3.09,1.4,13.0,0,0,2018-03-31,MIN,DAL,92,93,0
CLE @ NOP 2018-03-31,31 Mar 2018,Cleveland Cavaliers - New Orleans Pelicans,107:102,1.49,2.73,13.0,0,0,2018-03-31,NOP,CLE,107,102,1
HOU @ PHX 2018-03-31,31 Mar 2018,Houston Rockets - Phoenix Suns,104:103,1.02,18.19,13.0,0,0,2018-03-31,PHX,HOU,104,103,1
OKC @ DEN 2018-03-31,31 Mar 2018,Oklahoma City Thunder - Denver Nuggets,125:126 OT,1.57,2.49,13.0,0,0,2018-03-31,DEN,OKC,125,126,0
ATL @ PHI 2018-03-30,30 Mar 2018,Atlanta Hawks - Philadelphia 76ers,91:101,3.95,1.27,13.0,0,0,2018-03-30,PHI,ATL,91,101,0
ORL @ CHI 2018-03-30,30 Mar 2018,Orlando Magic - Chicago Bulls,82:90,1.38,3.2,13.0,0,0,2018-03-30,CHI,ORL,82,90,0
GSW @ MIL 2018-03-30,30 Mar 2018,Golden State Warriors - Milwaukee Bucks,107:116,1.55,2.54,13.0,0,0,2018-03-30,MIL,GSW,107,116,0
SAC @ IND 2018-03-30,30 Mar 2018,Sacramento Kings - Indiana Pacers,103:106,4.02,1.26,13.0,0,0,2018-03-30,IND,SAC,103,106,0
SAS @ OKC 2018-03-30,30 Mar 2018,San Antonio Spurs - Oklahoma City Thunder,103:99,1.83,2.02,13.0,0,0,2018-03-30,OKC,SAS,103,99,1
MIA @ CHI 2018-03-29,29 Mar 2018,Miami Heat - Chicago Bulls,103:92,1.07,9.41,13.0,0,0,2018-03-29,CHI,MIA,103,92,1
DET @ WAS 2018-03-29,29 Mar 2018,Detroit Pistons - Washington Wizards,103:92,2.19,1.72,13.0,0,0,2018-03-29,WAS,DET,103,92,1
LAL @ DAL 2018-03-29,29 Mar 2018,Los Angeles Lakers - Dallas Mavericks,103:93,1.25,4.18,13.0,0,0,2018-03-29,DAL,LAL,103,93,1
PHX @ LAC 2018-03-29,29 Mar 2018,Phoenix Suns - Los Angeles Clippers,99:111,6.08,1.15,13.0,0,0,2018-03-29,LAC,PHX,99,111,0
UTA @ BOS 2018-03-29,29 Mar 2018,Utah Jazz - Boston Celtics,94:97,1.18,5.21,13.0,0,0,2018-03-29,BOS,UTA,94,97,0
MEM @ POR 2018-03-29,29 Mar 2018,Memphis Grizzlies - Portland Trail Blazers,108:103,3.24,1.37,13.0,0,0,2018-03-29,POR,MEM,108,103,1
MIN @ ATL 2018-03-29,29 Mar 2018,Minnesota Timberwolves - Atlanta Hawks,126:114,1.09,8.72,13.0,0,0,2018-03-29,ATL,MIN,126,114,1
CHA @ CLE 2018-03-28,28 Mar 2018,Charlotte Hornets - Cleveland Cavaliers,105:118,1.75,2.14,13.0,0,0,2018-03-28,CLE,CHA,105,118,0
ORL @ BKN 2018-03-28,28 Mar 2018,Orlando Magic - Brooklyn Nets,104:111,2.25,1.69,13.0,0,0,2018-03-28,BKN,ORL,104,111,0
PHI @ NYK 2018-03-28,28 Mar 2018,Philadelphia 76ers - New York Knicks,118:101,1.06,10.56,13.0,0,0,2018-03-28,NYK,PHI,118,101,1
GSW @ IND 2018-03-28,28 Mar 2018,Golden State Warriors - Indiana Pacers,81:92,3.96,1.27,13.0,0,0,2018-03-28,IND,GSW,81,92,0
LAC @ MIL 2018-03-28,28 Mar 2018,Los Angeles Clippers - Milwaukee Bucks,105:98,1.65,2.31,13.0,0,0,2018-03-28,MIL,LAC,105,98,1
SAC @ DAL 2018-03-28,28 Mar 2018,Sacramento Kings - Dallas Mavericks,97:103,1.70,2.22,13.0,0,0,2018-03-28,DAL,SAC,97,103,0
HOU @ CHI 2018-03-28,28 Mar 2018,Houston Rockets - Chicago Bulls,118:86,1.07,9.76,13.0,0,0,2018-03-28,CHI,HOU,118,86,1
MIA @ CLE 2018-03-28,28 Mar 2018,Miami Heat - Cleveland Cavaliers,98:79,2.07,1.8,13.0,0,0,2018-03-28,CLE,MIA,98,79,1
NOP @ POR 2018-03-28,28 Mar 2018,New Orleans Pelicans - Portland Trail Blazers,103:107,2.02,1.83,13.0,0,0,2018-03-28,POR,NOP,103,107,0
TOR @ DEN 2018-03-27,27 Mar 2018,Toronto Raptors - Denver Nuggets,114:110,1.25,4.18,13.0,0,0,2018-03-27,DEN,TOR,114,110,1
WAS @ SAS 2018-03-27,27 Mar 2018,Washington Wizards - San Antonio Spurs,116:106,2.11,1.77,13.0,0,0,2018-03-27,SAS,WAS,116,106,1
PHX @ BOS 2018-03-27,27 Mar 2018,Phoenix Suns - Boston Celtics,94:102,5.84,1.15,13.0,0,0,2018-03-27,BOS,PHX,94,102,0
MIN @ MEM 2018-03-27,27 Mar 2018,Minnesota Timberwolves - Memphis Grizzlies,93:101,1.07,10.05,13.0,0,0,2018-03-27,MEM,MIN,93,101,0
CHA @ NYK 2018-03-26,26 Mar 2018,Charlotte Hornets - New York Knicks,137:128 OT,1.12,6.91,13.0,0,0,2018-03-26,NYK,CHA,137,128,1
DET @ LAL 2018-03-26,26 Mar 2018,Detroit Pistons - Los Angeles Lakers,112:106,1.43,2.96,13.0,0,0,2018-03-26,LAL,DET,112,106,1
PHI @ DEN 2018-03-26,26 Mar 2018,Philadelphia 76ers - Denver Nuggets,123:104,1.47,2.79,13.0,0,0,2018-03-26,DEN,PHI,123,104,1
GSW @ UTA 2018-03-26,26 Mar 2018,Golden State Warriors - Utah Jazz,91:110,4.80,1.2,13.0,0,0,2018-03-26,UTA,GSW,91,110,0
HOU @ ATL 2018-03-26,26 Mar 2018,Houston Rockets - Atlanta Hawks,118:99,1.06,10.59,13.0,0,0,2018-03-26,ATL,HOU,118,99,1
OKC @ POR 2018-03-25,25 Mar 2018,Oklahoma City Thunder - Portland Trail Blazers,105:108,1.58,2.48,13.0,0,0,2018-03-25,POR,OKC,105,108,0
SAC @ BOS 2018-03-25,25 Mar 2018,Sacramento Kings - Boston Celtics,93:104,3.32,1.36,13.0,0,0,2018-03-25,BOS,SAC,93,104,0
TOR @ LAC 2018-03-25,25 Mar 2018,Toronto Raptors - Los Angeles Clippers,106:117,1.24,4.28,13.0,0,0,2018-03-25,LAC,TOR,106,117,0
WAS @ NYK 2018-03-25,25 Mar 2018,Washington Wizards - New York Knicks,97:101,1.15,5.98,13.0,0,0,2018-03-25,NYK,WAS,97,101,0
IND @ MIA 2018-03-25,25 Mar 2018,Indiana Pacers - Miami Heat,113:107 OT,1.63,2.36,13.0,0,0,2018-03-25,MIA,IND,113,107,1
MIL @ SAS 2018-03-25,25 Mar 2018,Milwaukee Bucks - San Antonio Spurs,106:103,2.08,1.79,13.0,0,0,2018-03-25,SAS,MIL,106,103,1
BKN @ CLE 2018-03-25,25 Mar 2018,Brooklyn Nets - Cleveland Cavaliers,114:121,3.42,1.34,13.0,0,0,2018-03-25,CLE,BKN,114,121,0
DAL @ CHA 2018-03-25,25 Mar 2018,Dallas Mavericks - Charlotte Hornets,98:102,2.21,1.71,13.0,0,0,2018-03-25,CHA,DAL,98,102,0
HOU @ NOP 2018-03-25,25 Mar 2018,Houston Rockets - New Orleans Pelicans,114:91,1.23,4.41,13.0,0,0,2018-03-25,NOP,HOU,114,91,1
MEM @ LAL 2018-03-25,25 Mar 2018,Memphis Grizzlies - Los Angeles Lakers,93:100,3.24,1.37,13.0,0,0,2018-03-25,LAL,MEM,93,100,0
DET @ CHI 2018-03-25,25 Mar 2018,Detroit Pistons - Chicago Bulls,117:95,1.08,9.13,13.0,0,0,2018-03-25,CHI,DET,117,95,1
ORL @ PHX 2018-03-25,25 Mar 2018,Orlando Magic - Phoenix Suns,105:99,1.32,3.55,13.0,0,0,2018-03-25,PHX,ORL,105,99,1
PHI @ MIN 2018-03-25,25 Mar 2018,Philadelphia 76ers - Minnesota Timberwolves,120:108,1.27,4.02,13.0,0,0,2018-03-25,MIN,PHI,120,108,1
GSW @ ATL 2018-03-25,25 Mar 2018,Golden State Warriors - Atlanta Hawks,106:94,1.13,6.59,13.0,0,0,2018-03-25,ATL,GSW,106,94,1
POR @ BOS 2018-03-25,25 Mar 2018,Portland Trail Blazers - Boston Celtics,100:105,1.30,3.74,13.0,0,0,2018-03-25,BOS,POR,100,105,0
SAS @ UTA 2018-03-24,24 Mar 2018,San Antonio Spurs - Utah Jazz,124:120 OT,1.64,2.37,13.0,0,0,2018-03-24,UTA,SAS,124,120,1
CHI @ MIL 2018-03-24,24 Mar 2018,Chicago Bulls - Milwaukee Bucks,105:118,2.63,1.53,13.0,0,0,2018-03-24,MIL,CHI,105,118,0
OKC @ MIA 2018-03-24,24 Mar 2018,Oklahoma City Thunder - Miami Heat,105:99,1.38,3.21,13.0,0,0,2018-03-24,MIA,OKC,105,99,1
CLE @ PHX 2018-03-24,24 Mar 2018,Cleveland Cavaliers - Phoenix Suns,120:95,1.04,13.71,13.0,0,0,2018-03-24,PHX,CLE,120,95,1
NYK @ MIN 2018-03-24,24 Mar 2018,New York Knicks - Minnesota Timberwolves,104:108,3.64,1.31,13.0,0,0,2018-03-24,MIN,NYK,104,108,0
TOR @ BKN 2018-03-24,24 Mar 2018,Toronto Raptors - Brooklyn Nets,116:112,1.12,6.84,13.0,0,0,2018-03-24,BKN,TOR,116,112,1
IND @ LAC 2018-03-24,24 Mar 2018,Indiana Pacers - Los Angeles Clippers,109:104,1.60,2.43,13.0,0,0,2018-03-24,LAC,IND,109,104,1
WAS @ DEN 2018-03-24,24 Mar 2018,Washington Wizards - Denver Nuggets,100:108,1.83,2.04,13.0,0,0,2018-03-24,DEN,WAS,100,108,0
SAC @ ATL 2018-03-24,24 Mar 2018,Sacramento Kings - Atlanta Hawks,105:90,1.62,2.38,13.0,0,0,2018-03-24,ATL,SAC,105,90,1
DAL @ UTA 2018-03-23,23 Mar 2018,Dallas Mavericks - Utah Jazz,112:119,4.19,1.25,13.0,0,0,2018-03-23,UTA,DAL,112,119,0
HOU @ DET 2018-03-23,23 Mar 2018,Houston Rockets - Detroit Pistons,100:96 OT,1.13,6.59,13.0,0,0,2018-03-23,DET,HOU,100,96,1
NOP @ LAL 2018-03-23,23 Mar 2018,New Orleans Pelicans - Los Angeles Lakers,128:125,1.71,2.21,13.0,0,0,2018-03-23,LAL,NOP,128,125,1
CHA @ MEM 2018-03-23,23 Mar 2018,Charlotte Hornets - Memphis Grizzlies,140:79,1.24,4.4,13.0,0,0,2018-03-23,MEM,CHA,140,79,1
ORL @ PHI 2018-03-23,23 Mar 2018,Orlando Magic - Philadelphia 76ers,98:118,4.07,1.26,13.0,0,0,2018-03-23,PHI,ORL,98,118,0
SAS @ WAS 2018-03-23,23 Mar 2018,San Antonio Spurs - Washington Wizards,98:90,1.44,2.89,13.0,0,0,2018-03-23,WAS,SAS,98,90,1
CHI @ DEN 2018-03-22,22 Mar 2018,Chicago Bulls - Denver Nuggets,102:135,4.81,1.2,13.0,0,0,2018-03-22,DEN,CHI,102,135,0
MIL @ LAC 2018-03-22,22 Mar 2018,Milwaukee Bucks - Los Angeles Clippers,120:127,1.45,2.85,13.0,0,0,2018-03-22,LAC,MIL,120,127,0
NOP @ IND 2018-03-22,22 Mar 2018,New Orleans Pelicans - Indiana Pacers,96:92,1.87,1.98,13.0,0,0,2018-03-22,IND,NOP,96,92,1
BKN @ CHA 2018-03-22,22 Mar 2018,Brooklyn Nets - Charlotte Hornets,105:111,1.97,1.87,13.0,0,0,2018-03-22,CHA,BKN,105,111,0
MIA @ NYK 2018-03-22,22 Mar 2018,Miami Heat - New York Knicks,119:98,1.18,5.29,13.0,0,0,2018-03-22,NYK,MIA,119,98,1
CLE @ TOR 2018-03-22,22 Mar 2018,Cleveland Cavaliers - Toronto Raptors,132:129,2.04,1.84,13.0,0,0,2018-03-22,TOR,CLE,132,129,1
PHI @ MEM 2018-03-22,22 Mar 2018,Philadelphia 76ers - Memphis Grizzlies,119:105,1.09,8.51,13.0,0,0,2018-03-22,MEM,PHI,119,105,1
POR @ HOU 2018-03-22,22 Mar 2018,Portland Trail Blazers - Houston Rockets,111:115,2.60,1.53,13.0,0,0,2018-03-22,HOU,POR,111,115,0
PHX @ DET 2018-03-21,21 Mar 2018,Phoenix Suns - Detroit Pistons,88:115,3.46,1.34,13.0,0,0,2018-03-21,DET,PHX,88,115,0
UTA @ ATL 2018-03-21,21 Mar 2018,Utah Jazz - Atlanta Hawks,94:99,1.06,11.04,13.0,0,0,2018-03-21,ATL,UTA,94,99,0
BOS @ OKC 2018-03-21,21 Mar 2018,Boston Celtics - Oklahoma City Thunder,100:99,2.68,1.51,13.0,0,0,2018-03-21,OKC,BOS,100,99,1
MIN @ LAC 2018-03-21,21 Mar 2018,Minnesota Timberwolves - Los Angeles Clippers,123:109,1.61,2.42,13.0,0,0,2018-03-21,LAC,MIN,123,109,1
NOP @ DAL 2018-03-21,21 Mar 2018,New Orleans Pelicans - Dallas Mavericks,115:105,1.35,3.4,13.0,0,0,2018-03-21,DAL,NOP,115,105,1
ORL @ TOR 2018-03-21,21 Mar 2018,Orlando Magic - Toronto Raptors,86:93,4.75,1.21,13.0,0,0,2018-03-21,TOR,ORL,86,93,0
SAC @ DET 2018-03-21,21 Mar 2018,Sacramento Kings - Detroit Pistons,90:106,2.51,1.57,13.0,0,0,2018-03-21,DET,SAC,90,106,0
SAS @ GSW 2018-03-21,21 Mar 2018,San Antonio Spurs - Golden State Warriors,89:75,1.28,3.83,13.0,0,0,2018-03-21,GSW,SAS,89,75,1
BKN @ MEM 2018-03-19,19 Mar 2018,Brooklyn Nets - Memphis Grizzlies,118:115,1.28,3.84,13.0,0,0,2018-03-19,MEM,BKN,118,115,1
MIA @ DEN 2018-03-19,19 Mar 2018,Miami Heat - Denver Nuggets,149:141 OT,1.81,2.05,13.0,0,0,2018-03-19,DEN,MIA,149,141,1
NYK @ CHI 2018-03-19,19 Mar 2018,New York Knicks - Chicago Bulls,110:92,1.48,2.75,13.0,0,0,2018-03-19,CHI,NYK,110,92,1
CLE @ MIL 2018-03-19,19 Mar 2018,Cleveland Cavaliers - Milwaukee Bucks,124:117,1.68,2.27,13.0,0,0,2018-03-19,MIL,CLE,124,117,1
IND @ LAL 2018-03-19,19 Mar 2018,Indiana Pacers - Los Angeles Lakers,110:100,1.46,2.81,13.0,0,0,2018-03-19,LAL,IND,110,100,1
PHI @ CHA 2018-03-19,19 Mar 2018,Philadelphia 76ers - Charlotte Hornets,108:94,1.23,4.36,13.0,0,0,2018-03-19,CHA,PHI,108,94,1
LAC @ POR 2018-03-19,19 Mar 2018,Los Angeles Clippers - Portland Trail Blazers,109:122,1.87,1.99,13.0,0,0,2018-03-19,POR,LAC,109,122,0
MIN @ HOU 2018-03-18,18 Mar 2018,Minnesota Timberwolves - Houston Rockets,120:129,3.65,1.31,13.0,0,0,2018-03-18,HOU,MIN,120,129,0
NOP @ BOS 2018-03-18,18 Mar 2018,New Orleans Pelicans - Boston Celtics,108:89,1.66,2.29,13.0,0,0,2018-03-18,BOS,NOP,108,89,1
TOR @ OKC 2018-03-18,18 Mar 2018,Toronto Raptors - Oklahoma City Thunder,125:132,1.39,3.15,13.0,0,0,2018-03-18,OKC,TOR,125,132,0
PHX @ GSW 2018-03-18,18 Mar 2018,Phoenix Suns - Golden State Warriors,109:124,2.72,1.49,13.0,0,0,2018-03-18,GSW,PHX,109,124,0
POR @ DET 2018-03-18,18 Mar 2018,Portland Trail Blazers - Detroit Pistons,100:87,1.23,4.49,13.0,0,0,2018-03-18,DET,POR,100,87,1
UTA @ SAC 2018-03-18,18 Mar 2018,Utah Jazz - Sacramento Kings,103:97,1.04,12.74,13.0,0,0,2018-03-18,SAC,UTA,103,97,1
SAS @ MIN 2018-03-18,18 Mar 2018,San Antonio Spurs - Minnesota Timberwolves,117:101,1.54,2.58,13.0,0,0,2018-03-18,MIN,SAS,117,101,1
CHI @ CLE 2018-03-18,18 Mar 2018,Chicago Bulls - Cleveland Cavaliers,109:114,3.54,1.32,13.0,0,0,2018-03-18,CLE,CHI,109,114,0
MEM @ DEN 2018-03-18,18 Mar 2018,Memphis Grizzlies - Denver Nuggets,101:94,3.52,1.32,13.0,0,0,2018-03-18,DEN,MEM,101,94,1
BKN @ DAL 2018-03-18,18 Mar 2018,Brooklyn Nets - Dallas Mavericks,114:106,1.56,2.55,13.0,0,0,2018-03-18,DAL,BKN,114,106,1
NYK @ CHA 2018-03-18,18 Mar 2018,New York Knicks - Charlotte Hornets,124:101,3.23,1.37,13.0,0,0,2018-03-18,CHA,NYK,124,101,1
NOP @ HOU 2018-03-18,18 Mar 2018,New Orleans Pelicans - Houston Rockets,101:107,4.21,1.25,13.0,0,0,2018-03-18,HOU,NOP,101,107,0
WAS @ IND 2018-03-18,18 Mar 2018,Washington Wizards - Indiana Pacers,109:102,1.52,2.62,13.0,0,0,2018-03-18,IND,WAS,109,102,1
MIL @ ATL 2018-03-18,18 Mar 2018,Milwaukee Bucks - Atlanta Hawks,122:117,1.13,6.43,13.0,0,0,2018-03-18,ATL,MIL,122,117,1
GSW @ SAC 2018-03-18,18 Mar 2018,Golden State Warriors - Sacramento Kings,93:98,1.24,4.31,13.0,0,0,2018-03-18,SAC,GSW,93,98,0
LAL @ MIA 2018-03-18,18 Mar 2018,Los Angeles Lakers - Miami Heat,91:92,1.74,2.17,13.0,0,0,2018-03-18,MIA,LAL,91,92,0
OKC @ LAC 2018-03-17,17 Mar 2018,Oklahoma City Thunder - Los Angeles Clippers,121:113,1.41,3.08,13.0,0,0,2018-03-17,LAC,OKC,121,113,1
TOR @ DAL 2018-03-17,17 Mar 2018,Toronto Raptors - Dallas Mavericks,122:115 OT,1.14,6.26,13.0,0,0,2018-03-17,DAL,TOR,122,115,1
ORL @ BOS 2018-03-17,17 Mar 2018,Orlando Magic - Boston Celtics,83:92,3.28,1.37,13.0,0,0,2018-03-17,BOS,ORL,83,92,0
PHI @ BKN 2018-03-17,17 Mar 2018,Philadelphia 76ers - Brooklyn Nets,120:116,1.25,4.21,13.0,0,0,2018-03-17,BKN,PHI,120,116,1
POR @ CLE 2018-03-17,17 Mar 2018,Portland Trail Blazers - Cleveland Cavaliers,113:105,1.42,3.0,13.0,0,0,2018-03-17,CLE,POR,113,105,1
DEN @ DET 2018-03-17,17 Mar 2018,Denver Nuggets - Detroit Pistons,120:113,1.24,4.25,13.0,0,0,2018-03-17,DET,DEN,120,113,1
UTA @ PHX 2018-03-17,17 Mar 2018,Utah Jazz - Phoenix Suns,116:88,1.06,10.72,13.0,0,0,2018-03-17,PHX,UTA,116,88,1
SAS @ NOP 2018-03-16,16 Mar 2018,San Antonio Spurs - New Orleans Pelicans,98:93,1.54,2.6,13.0,0,0,2018-03-16,NOP,SAS,98,93,1
HOU @ LAC 2018-03-16,16 Mar 2018,Houston Rockets - Los Angeles Clippers,101:96,1.12,6.78,13.0,0,0,2018-03-16,LAC,HOU,101,96,1
MEM @ CHI 2018-03-16,16 Mar 2018,Memphis Grizzlies - Chicago Bulls,110:111,1.73,2.17,13.0,0,0,2018-03-16,CHI,MEM,110,111,0
ATL @ CHA 2018-03-16,16 Mar 2018,Atlanta Hawks - Charlotte Hornets,117:129,2.84,1.46,13.0,0,0,2018-03-16,CHA,ATL,117,129,0
NYK @ PHI 2018-03-16,16 Mar 2018,New York Knicks - Philadelphia 76ers,110:118,5.39,1.17,13.0,0,0,2018-03-16,PHI,NYK,110,118,0
IND @ TOR 2018-03-16,16 Mar 2018,Indiana Pacers - Toronto Raptors,99:106,2.53,1.56,13.0,0,0,2018-03-16,TOR,IND,99,106,0
GSW @ LAL 2018-03-16,16 Mar 2018,Golden State Warriors - Los Angeles Lakers,117:106,1.38,3.17,13.0,0,0,2018-03-16,LAL,GSW,117,106,1
SAC @ MIA 2018-03-16,16 Mar 2018,Sacramento Kings - Miami Heat,123:119 OT,3.43,1.34,13.0,0,0,2018-03-16,MIA,SAC,123,119,1
BOS @ WAS 2018-03-15,15 Mar 2018,Boston Celtics - Washington Wizards,124:125 OT,2.52,1.56,13.0,0,0,2018-03-15,WAS,BOS,124,125,0
ORL @ MIL 2018-03-15,15 Mar 2018,Orlando Magic - Milwaukee Bucks,126:117,5.43,1.17,13.0,0,0,2018-03-15,MIL,ORL,126,117,1
LAL @ DEN 2018-03-15,15 Mar 2018,Los Angeles Lakers - Denver Nuggets,112:103,2.12,1.77,13.0,0,0,2018-03-15,DEN,LAL,112,103,1
PHX @ CLE 2018-03-15,15 Mar 2018,Phoenix Suns - Cleveland Cavaliers,107:129,3.60,1.31,13.0,0,0,2018-03-15,CLE,PHX,107,129,0
UTA @ DET 2018-03-14,14 Mar 2018,Utah Jazz - Detroit Pistons,110:79,1.24,4.28,13.0,0,0,2018-03-14,DET,UTA,110,79,1
SAS @ ORL 2018-03-14,14 Mar 2018,San Antonio Spurs - Orlando Magic,108:72,1.15,5.87,13.0,0,0,2018-03-14,ORL,SAS,108,72,1
CHI @ LAC 2018-03-14,14 Mar 2018,Chicago Bulls - Los Angeles Clippers,106:112,3.74,1.3,13.0,0,0,2018-03-14,LAC,CHI,106,112,0
NOP @ CHA 2018-03-14,14 Mar 2018,New Orleans Pelicans - Charlotte Hornets,119:115,1.50,2.7,13.0,0,0,2018-03-14,CHA,NOP,119,115,1
ATL @ OKC 2018-03-14,14 Mar 2018,Atlanta Hawks - Oklahoma City Thunder,107:119,3.13,1.39,13.0,0,0,2018-03-14,OKC,ATL,107,119,0
BKN @ TOR 2018-03-14,14 Mar 2018,Brooklyn Nets - Toronto Raptors,102:116,4.62,1.21,13.0,0,0,2018-03-14,TOR,BKN,102,116,0
NYK @ DAL 2018-03-14,14 Mar 2018,New York Knicks - Dallas Mavericks,97:110,1.91,1.94,13.0,0,0,2018-03-14,DAL,NYK,97,110,0
PHI @ IND 2018-03-14,14 Mar 2018,Philadelphia 76ers - Indiana Pacers,98:101,1.38,3.22,13.0,0,0,2018-03-14,IND,PHI,98,101,0
WAS @ MIN 2018-03-14,14 Mar 2018,Washington Wizards - Minnesota Timberwolves,111:116,1.65,2.33,13.0,0,0,2018-03-14,MIN,WAS,111,116,0
POR @ MIA 2018-03-14,14 Mar 2018,Portland Trail Blazers - Miami Heat,115:99,1.41,3.04,13.0,0,0,2018-03-14,MIA,POR,115,99,1
HOU @ SAS 2018-03-13,13 Mar 2018,Houston Rockets - San Antonio Spurs,109:93,1.12,6.84,13.0,0,0,2018-03-13,SAS,HOU,109,93,1
MEM @ MIL 2018-03-13,13 Mar 2018,Memphis Grizzlies - Milwaukee Bucks,103:121,3.69,1.3,13.0,0,0,2018-03-13,MIL,MEM,103,121,0
OKC @ SAC 2018-03-13,13 Mar 2018,Oklahoma City Thunder - Sacramento Kings,106:101,1.07,10.0,13.0,0,0,2018-03-13,SAC,OKC,106,101,1
LAL @ CLE 2018-03-13,13 Mar 2018,Los Angeles Lakers - Cleveland Cavaliers,127:113,2.12,1.76,13.0,0,0,2018-03-13,CLE,LAL,127,113,1
BOS @ IND 2018-03-11,11 Mar 2018,Boston Celtics - Indiana Pacers,97:99,1.53,2.6,13.0,0,0,2018-03-11,IND,BOS,97,99,0
BKN @ PHI 2018-03-11,11 Mar 2018,Brooklyn Nets - Philadelphia 76ers,97:120,2.95,1.43,13.0,0,0,2018-03-11,PHI,BKN,97,120,0
DAL @ HOU 2018-03-11,11 Mar 2018,Dallas Mavericks - Houston Rockets,82:105,5.70,1.16,13.0,0,0,2018-03-11,HOU,DAL,82,105,0
DEN @ SAC 2018-03-11,11 Mar 2018,Denver Nuggets - Sacramento Kings,130:104,1.11,7.08,13.0,0,0,2018-03-11,SAC,DEN,130,104,1
NOP @ UTA 2018-03-11,11 Mar 2018,New Orleans Pelicans - Utah Jazz,99:116,2.05,1.81,13.0,0,0,2018-03-11,UTA,NOP,99,116,0
ATL @ CHI 2018-03-11,11 Mar 2018,Atlanta Hawks - Chicago Bulls,122:129,1.77,2.11,13.0,0,0,2018-03-11,CHI,ATL,122,129,0
