,game,team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,year_month,home,away,fl_home
2474,HOU @ NOP 2016-01-25,HOU,240.0,38.0,80.0,0.475,19.0,40.0,0.475,17.0,21.0,0.81,7.0,31.0,38.0,22.0,7.0,5.0,13.0,20.0,112.0,,0.628,0.594,0.5,0.263,17.1,66.0,43.2,57.9,7.4,8.1,12.7,100.0,118.6,117.5,201601,NOP,HOU,0
2475,HOU @ NOP 2016-01-25,NOP,240.0,42.0,91.0,0.462,13.0,29.0,0.448,14.0,25.0,0.56,16.0,34.0,50.0,23.0,8.0,4.0,12.0,16.0,111.0,,0.544,0.5329999999999999,0.319,0.275,34.0,82.9,56.8,54.8,8.5,10.0,10.5,100.0,117.5,118.6,201601,NOP,HOU,1
2476,HOU @ NOP 2017-03-17,HOU,240.0,37.0,91.0,0.407,13.0,40.0,0.325,25.0,32.0,0.7809999999999999,10.0,36.0,46.0,18.0,6.0,3.0,12.0,19.0,112.0,,0.5329999999999999,0.478,0.44,0.35200000000000004,18.2,80.0,46.0,48.6,5.7,5.2,10.2,100.0,106.3,121.5,201703,NOP,HOU,0
2477,HOU @ NOP 2017-03-17,NOP,240.0,49.0,92.0,0.5329999999999999,12.0,34.0,0.353,18.0,24.0,0.75,9.0,45.0,54.0,29.0,8.0,7.0,13.0,20.0,128.0,,0.624,0.598,0.37,0.261,20.0,81.8,54.0,59.2,7.6,13.7,11.2,100.0,121.5,106.3,201703,NOP,HOU,1
2478,HOU @ NOP 2018-01-26,HOU,240.0,36.0,78.0,0.462,12.0,36.0,0.333,29.0,35.0,0.8290000000000001,2.0,33.0,35.0,22.0,10.0,2.0,12.0,23.0,113.0,,0.605,0.5379999999999999,0.462,0.449,5.3,84.6,45.5,61.1,10.0,3.6,11.4,100.0,112.6,114.6,201801,NOP,HOU,0
2479,HOU @ NOP 2018-01-26,NOP,240.0,44.0,82.0,0.537,11.0,27.0,0.407,16.0,21.0,0.762,6.0,36.0,42.0,36.0,8.0,5.0,15.0,26.0,115.0,,0.63,0.604,0.329,0.256,15.4,94.7,54.5,81.8,8.0,11.9,14.1,100.0,114.6,112.6,201801,NOP,HOU,1
2480,HOU @ NOP 2018-03-17,HOU,240.0,39.0,93.0,0.419,15.0,41.0,0.366,14.0,18.0,0.778,13.0,33.0,46.0,19.0,8.0,7.0,7.0,19.0,107.0,,0.53,0.5,0.441,0.194,27.7,84.6,53.5,48.7,8.7,11.9,6.5,100.0,116.2,109.7,201803,NOP,HOU,0
2481,HOU @ NOP 2018-03-17,NOP,240.0,41.0,83.0,0.494,8.0,24.0,0.333,11.0,12.0,0.917,6.0,34.0,40.0,18.0,4.0,8.0,12.0,19.0,101.0,,0.5720000000000001,0.542,0.289,0.145,15.4,72.3,46.5,43.9,4.3,15.4,12.0,100.0,109.7,116.2,201803,NOP,HOU,1
2482,HOU @ NYK 2015-11-29,HOU,265.0,43.0,95.0,0.453,7.0,25.0,0.28,23.0,36.0,0.639,17.0,22.0,39.0,16.0,16.0,2.0,8.0,19.0,116.0,,0.523,0.489,0.263,0.379,30.9,81.5,47.6,37.2,16.0,3.3,6.7,100.0,116.3,111.3,201511,NYK,HOU,0
2483,HOU @ NYK 2015-11-29,NYK,265.0,45.0,78.0,0.5770000000000001,6.0,18.0,0.333,15.0,17.0,0.882,5.0,38.0,43.0,22.0,5.0,7.0,21.0,24.0,111.0,,0.649,0.615,0.231,0.218,18.5,69.1,52.4,48.9,5.0,10.0,19.7,100.0,111.3,116.3,201511,NYK,HOU,1
2484,HOU @ NYK 2016-11-02,HOU,240.0,42.0,89.0,0.472,15.0,40.0,0.375,19.0,27.0,0.7040000000000001,19.0,35.0,54.0,25.0,12.0,8.0,19.0,21.0,118.0,,0.585,0.556,0.449,0.303,41.3,83.3,61.4,59.5,12.0,12.3,15.8,100.0,117.7,98.8,201611,NYK,HOU,0
2485,HOU @ NYK 2016-11-02,NYK,240.0,37.0,85.0,0.435,8.0,20.0,0.4,17.0,25.0,0.68,7.0,27.0,34.0,18.0,10.0,6.0,16.0,22.0,99.0,,0.516,0.482,0.235,0.294,16.7,58.7,38.6,48.6,10.0,12.2,14.3,100.0,98.8,117.7,201611,NYK,HOU,1
2486,HOU @ NYK 2017-11-01,HOU,240.0,42.0,88.0,0.477,19.0,52.0,0.365,16.0,21.0,0.762,9.0,37.0,46.0,21.0,6.0,4.0,14.0,20.0,119.0,,0.612,0.585,0.591,0.239,20.0,86.0,52.3,50.0,5.8,6.3,12.6,100.0,114.9,93.7,201711,NYK,HOU,0
2487,HOU @ NYK 2017-11-01,NYK,240.0,39.0,90.0,0.433,8.0,26.0,0.308,11.0,13.0,0.846,6.0,36.0,42.0,23.0,8.0,1.0,19.0,18.0,97.0,,0.507,0.478,0.289,0.14400000000000002,14.0,80.0,47.7,59.0,7.7,2.8,16.6,100.0,93.7,114.9,201711,NYK,HOU,1
2488,HOU @ OKC 2016-01-29,HOU,240.0,36.0,95.0,0.379,9.0,39.0,0.231,27.0,43.0,0.628,11.0,29.0,40.0,23.0,14.0,7.0,10.0,21.0,108.0,,0.474,0.426,0.411,0.453,19.3,72.5,41.2,63.9,13.2,10.4,8.1,100.0,101.5,109.0,201601,OKC,HOU,0
2489,HOU @ OKC 2016-01-29,OKC,240.0,41.0,86.0,0.477,8.0,19.0,0.421,26.0,30.0,0.867,11.0,46.0,57.0,23.0,6.0,7.0,18.0,29.0,116.0,,0.585,0.523,0.221,0.349,27.5,80.7,58.8,56.1,5.6,12.5,15.4,100.0,109.0,101.5,201601,OKC,HOU,1
2490,HOU @ OKC 2016-03-22,HOU,240.0,40.0,92.0,0.435,13.0,37.0,0.35100000000000003,14.0,17.0,0.8240000000000001,13.0,34.0,47.0,26.0,9.0,3.0,15.0,27.0,107.0,,0.5379999999999999,0.505,0.402,0.185,28.3,72.3,50.5,65.0,9.1,5.4,13.1,100.0,107.6,111.6,201603,OKC,HOU,0
2491,HOU @ OKC 2016-03-22,OKC,240.0,41.0,91.0,0.451,8.0,35.0,0.229,21.0,29.0,0.7240000000000001,13.0,33.0,46.0,22.0,10.0,7.0,13.0,17.0,111.0,,0.535,0.495,0.385,0.319,27.7,71.7,49.5,53.7,10.1,12.7,11.1,100.0,111.6,107.6,201603,OKC,HOU,1
2492,HOU @ OKC 2016-11-16,HOU,240.0,40.0,92.0,0.435,14.0,40.0,0.35,9.0,14.0,0.643,12.0,35.0,47.0,25.0,10.0,4.0,16.0,10.0,103.0,,0.525,0.511,0.435,0.152,23.5,87.5,51.6,62.5,10.0,6.8,14.0,100.0,102.9,104.9,201611,OKC,HOU,0
2493,HOU @ OKC 2016-11-16,OKC,240.0,40.0,84.0,0.476,12.0,25.0,0.48,13.0,14.0,0.929,5.0,39.0,44.0,25.0,7.0,7.0,16.0,15.0,105.0,,0.5820000000000001,0.5479999999999999,0.298,0.16699999999999998,12.5,76.5,48.4,62.5,7.0,13.5,15.1,100.0,104.9,102.9,201611,OKC,HOU,1
2494,HOU @ OKC 2016-12-09,HOU,240.0,36.0,92.0,0.391,11.0,42.0,0.262,19.0,30.0,0.633,16.0,36.0,52.0,26.0,9.0,1.0,15.0,24.0,102.0,,0.485,0.451,0.457,0.326,30.2,80.0,53.1,72.2,8.9,1.9,12.5,100.0,101.4,98.4,201612,OKC,HOU,0
2495,HOU @ OKC 2016-12-09,OKC,240.0,34.0,81.0,0.42,7.0,28.0,0.25,24.0,31.0,0.774,9.0,37.0,46.0,18.0,9.0,5.0,17.0,19.0,99.0,,0.523,0.463,0.34600000000000003,0.383,20.0,69.8,46.9,52.9,8.9,10.0,15.2,100.0,98.4,101.4,201612,OKC,HOU,1
2496,HOU @ OKC 2017-04-21,HOU,240.0,38.0,83.0,0.458,10.0,35.0,0.28600000000000003,27.0,33.0,0.818,11.0,31.0,42.0,10.0,4.0,6.0,13.0,24.0,113.0,,0.579,0.518,0.422,0.398,26.2,77.5,51.2,26.3,4.2,9.4,11.8,100.0,118.4,120.5,201704,OKC,HOU,0
2497,HOU @ OKC 2017-04-21,OKC,240.0,46.0,83.0,0.5539999999999999,9.0,19.0,0.474,14.0,23.0,0.609,9.0,31.0,40.0,24.0,8.0,5.0,11.0,21.0,115.0,,0.617,0.608,0.229,0.277,22.5,73.8,48.8,52.2,8.4,10.4,10.6,100.0,120.5,118.4,201704,OKC,HOU,1
2498,HOU @ OKC 2017-04-23,HOU,240.0,37.0,85.0,0.435,11.0,35.0,0.314,28.0,33.0,0.848,13.0,32.0,45.0,19.0,13.0,2.0,19.0,26.0,113.0,,0.568,0.5,0.412,0.388,30.2,76.2,52.9,51.4,12.7,3.0,16.0,100.0,110.0,106.1,201704,OKC,HOU,0
2499,HOU @ OKC 2017-04-23,OKC,240.0,42.0,85.0,0.494,7.0,19.0,0.368,18.0,32.0,0.563,10.0,30.0,40.0,20.0,10.0,12.0,17.0,20.0,109.0,,0.55,0.535,0.224,0.376,23.8,69.8,47.1,47.6,9.7,24.0,14.6,100.0,106.1,110.0,201704,OKC,HOU,1
2500,HOU @ OKC 2017-12-25,HOU,240.0,35.0,81.0,0.4320000000000001,12.0,37.0,0.324,25.0,31.0,0.8059999999999999,12.0,26.0,38.0,23.0,11.0,4.0,13.0,20.0,107.0,,0.565,0.506,0.457,0.383,27.9,74.3,48.7,65.7,11.9,6.6,12.1,100.0,115.7,121.1,201712,OKC,HOU,0
2501,HOU @ OKC 2017-12-25,OKC,240.0,43.0,79.0,0.544,8.0,18.0,0.444,18.0,23.0,0.7829999999999999,9.0,31.0,40.0,21.0,9.0,10.0,14.0,20.0,112.0,,0.628,0.595,0.228,0.29100000000000004,25.7,72.1,51.3,48.8,9.7,22.7,13.6,100.0,121.1,115.7,201712,OKC,HOU,1
2502,HOU @ OKC 2018-03-06,HOU,240.0,38.0,72.0,0.528,17.0,33.0,0.515,29.0,34.0,0.853,7.0,30.0,37.0,25.0,11.0,7.0,20.0,20.0,122.0,,0.701,0.6459999999999999,0.458,0.472,24.1,71.4,52.1,65.8,11.1,11.9,18.7,100.0,122.7,112.6,201803,OKC,HOU,0
2503,HOU @ OKC 2018-03-06,OKC,240.0,46.0,93.0,0.495,12.0,34.0,0.353,8.0,11.0,0.727,12.0,22.0,34.0,18.0,12.0,4.0,19.0,28.0,112.0,,0.5720000000000001,0.5589999999999999,0.366,0.118,28.6,75.9,47.9,39.1,12.1,10.3,16.3,100.0,112.6,122.7,201803,OKC,HOU,1
2504,HOU @ ORL 2015-12-23,HOU,240.0,41.0,83.0,0.494,7.0,29.0,0.241,12.0,17.0,0.706,9.0,27.0,36.0,19.0,5.0,6.0,11.0,18.0,101.0,,0.5579999999999999,0.536,0.349,0.205,22.5,71.1,46.2,46.3,5.6,8.8,10.8,100.0,112.5,115.9,201512,ORL,HOU,0
2505,HOU @ ORL 2015-12-23,ORL,240.0,44.0,84.0,0.524,7.0,16.0,0.438,9.0,13.0,0.6920000000000001,11.0,31.0,42.0,26.0,5.0,3.0,12.0,15.0,104.0,,0.58,0.565,0.19,0.155,28.9,77.5,53.8,59.1,5.6,5.6,11.8,100.0,115.9,112.5,201512,ORL,HOU,1
2506,HOU @ ORL 2017-01-06,HOU,240.0,39.0,86.0,0.453,15.0,49.0,0.306,7.0,12.0,0.583,12.0,33.0,45.0,26.0,12.0,1.0,15.0,15.0,100.0,,0.5479999999999999,0.541,0.57,0.14,28.6,63.5,47.9,66.7,13.2,1.5,14.1,100.0,109.9,102.2,201701,ORL,HOU,0
2507,HOU @ ORL 2017-01-06,ORL,240.0,38.0,91.0,0.418,8.0,23.0,0.348,9.0,13.0,0.6920000000000001,19.0,30.0,49.0,18.0,8.0,2.0,15.0,14.0,93.0,,0.481,0.462,0.253,0.14300000000000002,36.5,71.4,52.1,47.4,8.8,5.4,13.4,100.0,102.2,109.9,201701,ORL,HOU,1
2508,HOU @ ORL 2018-01-03,HOU,240.0,42.0,89.0,0.472,15.0,34.0,0.441,17.0,21.0,0.81,9.0,42.0,51.0,25.0,6.0,3.0,15.0,19.0,116.0,,0.59,0.556,0.382,0.236,18.8,82.4,51.5,59.5,5.8,5.0,13.2,100.0,113.0,95.4,201801,ORL,HOU,0
2509,HOU @ ORL 2018-01-03,ORL,240.0,35.0,91.0,0.385,6.0,31.0,0.194,22.0,25.0,0.88,9.0,39.0,48.0,16.0,7.0,3.0,12.0,19.0,98.0,,0.48,0.418,0.341,0.275,17.6,81.3,48.5,45.7,6.8,5.5,10.5,100.0,95.4,113.0,201801,ORL,HOU,1
2510,HOU @ PHI 2016-03-09,HOU,240.0,38.0,86.0,0.442,11.0,33.0,0.333,31.0,41.0,0.7559999999999999,17.0,28.0,45.0,22.0,14.0,5.0,13.0,24.0,118.0,,0.5670000000000001,0.506,0.384,0.477,39.5,63.6,51.7,57.9,14.6,9.4,11.1,100.0,122.9,108.3,201603,PHI,HOU,0
2511,HOU @ PHI 2016-03-09,PHI,240.0,35.0,86.0,0.407,12.0,33.0,0.364,22.0,32.0,0.688,16.0,26.0,42.0,23.0,8.0,5.0,18.0,28.0,104.0,,0.52,0.477,0.384,0.3720000000000001,36.4,60.5,48.3,65.7,8.3,9.4,15.2,100.0,108.3,122.9,201603,PHI,HOU,1
2512,HOU @ PHI 2017-01-27,HOU,240.0,42.0,81.0,0.519,12.0,31.0,0.387,27.0,28.0,0.964,6.0,35.0,41.0,25.0,10.0,4.0,23.0,29.0,123.0,,0.659,0.593,0.383,0.34600000000000003,18.8,92.1,58.6,59.5,9.2,7.5,19.8,100.0,113.3,108.7,201701,PHI,HOU,0
2513,HOU @ PHI 2017-01-27,PHI,240.0,42.0,78.0,0.5379999999999999,10.0,25.0,0.4,24.0,32.0,0.75,3.0,26.0,29.0,29.0,14.0,6.0,22.0,25.0,118.0,,0.6409999999999999,0.603,0.321,0.41,7.9,81.3,41.4,69.0,12.9,12.0,19.3,100.0,108.7,113.3,201701,PHI,HOU,1
2514,HOU @ PHI 2017-10-25,HOU,240.0,36.0,75.0,0.48,12.0,39.0,0.308,21.0,24.0,0.875,7.0,33.0,40.0,22.0,11.0,13.0,19.0,13.0,105.0,,0.614,0.56,0.52,0.32,18.4,73.3,48.2,61.1,11.3,21.3,18.2,100.0,107.4,106.4,201710,PHI,HOU,0
2515,HOU @ PHI 2017-10-25,PHI,240.0,43.0,97.0,0.443,12.0,36.0,0.333,6.0,10.0,0.6,12.0,31.0,43.0,29.0,14.0,7.0,14.0,19.0,104.0,,0.513,0.505,0.371,0.103,26.7,81.6,51.8,67.4,14.3,19.4,12.1,100.0,106.4,107.4,201710,PHI,HOU,1
2516,HOU @ PHX 2016-12-21,HOU,240.0,46.0,86.0,0.535,18.0,38.0,0.474,15.0,26.0,0.5770000000000001,9.0,28.0,37.0,30.0,4.0,8.0,11.0,22.0,125.0,,0.6409999999999999,0.64,0.442,0.302,23.1,66.7,45.7,65.2,4.2,11.8,10.1,100.0,132.2,117.4,201612,PHX,HOU,0
2517,HOU @ PHX 2016-12-21,PHX,240.0,44.0,93.0,0.473,9.0,25.0,0.36,14.0,20.0,0.7,14.0,30.0,44.0,20.0,7.0,6.0,8.0,23.0,111.0,,0.545,0.522,0.269,0.215,33.3,76.9,54.3,45.5,7.4,12.5,7.3,100.0,117.4,132.2,201612,PHX,HOU,1
2518,HOU @ PHX 2017-04-02,HOU,240.0,47.0,100.0,0.47,14.0,38.0,0.368,15.0,23.0,0.652,13.0,33.0,46.0,23.0,8.0,4.0,15.0,23.0,123.0,,0.5579999999999999,0.54,0.38,0.23,25.0,60.0,43.0,48.9,7.3,6.1,12.0,100.0,111.9,105.6,201704,PHX,HOU,0
2519,HOU @ PHX 2017-04-02,PHX,240.0,42.0,100.0,0.42,8.0,34.0,0.235,24.0,29.0,0.828,22.0,39.0,61.0,24.0,8.0,11.0,23.0,24.0,116.0,,0.514,0.46,0.34,0.29,40.0,75.0,57.0,57.1,7.3,17.7,16.9,100.0,105.6,111.9,201704,PHX,HOU,1
2520,HOU @ PHX 2017-11-16,HOU,240.0,43.0,90.0,0.478,21.0,44.0,0.477,35.0,38.0,0.921,12.0,39.0,51.0,27.0,9.0,9.0,14.0,20.0,142.0,,0.665,0.594,0.489,0.422,27.9,70.9,52.0,62.8,8.4,12.2,11.6,100.0,132.8,108.5,201711,PHX,HOU,0
2521,HOU @ PHX 2017-11-16,PHX,240.0,47.0,104.0,0.452,10.0,30.0,0.333,12.0,21.0,0.5710000000000001,16.0,31.0,47.0,28.0,9.0,5.0,14.0,22.0,116.0,,0.512,0.5,0.28800000000000003,0.202,29.1,72.1,48.0,59.6,8.4,10.9,11.0,100.0,108.5,132.8,201711,PHX,HOU,1
2522,HOU @ PHX 2018-01-12,HOU,240.0,39.0,94.0,0.415,15.0,47.0,0.319,19.0,22.0,0.8640000000000001,14.0,39.0,53.0,18.0,11.0,4.0,11.0,14.0,112.0,,0.54,0.495,0.5,0.234,29.2,90.7,58.2,46.2,11.3,8.5,9.6,100.0,114.9,97.5,201801,PHX,HOU,0
2523,HOU @ PHX 2018-01-12,PHX,240.0,37.0,80.0,0.463,14.0,33.0,0.424,7.0,9.0,0.778,4.0,34.0,38.0,27.0,5.0,3.0,19.0,19.0,95.0,,0.5660000000000001,0.55,0.413,0.113,9.3,70.8,41.8,73.0,5.1,6.4,18.5,100.0,97.5,114.9,201801,PHX,HOU,1
2524,HOU @ POR 2016-11-27,HOU,240.0,46.0,82.0,0.561,17.0,36.0,0.472,21.0,28.0,0.75,7.0,29.0,36.0,26.0,7.0,8.0,11.0,23.0,130.0,,0.6890000000000001,0.665,0.439,0.341,20.6,78.4,50.7,56.5,7.2,16.0,10.4,100.0,133.4,117.0,201611,POR,HOU,0
2525,HOU @ POR 2016-11-27,POR,240.0,40.0,83.0,0.482,12.0,33.0,0.364,22.0,29.0,0.759,8.0,27.0,35.0,24.0,7.0,2.0,14.0,24.0,114.0,,0.595,0.5539999999999999,0.398,0.349,21.6,79.4,49.3,60.0,7.2,4.3,12.8,100.0,117.0,133.4,201611,POR,HOU,1
2526,HOU @ POR 2017-03-30,HOU,240.0,40.0,91.0,0.44,8.0,34.0,0.235,19.0,23.0,0.826,13.0,29.0,42.0,18.0,9.0,3.0,18.0,20.0,107.0,,0.529,0.484,0.374,0.253,30.2,72.5,50.6,45.0,9.1,5.3,15.1,100.0,107.7,117.8,201703,POR,HOU,0
2527,HOU @ POR 2017-03-30,POR,240.0,43.0,90.0,0.478,13.0,33.0,0.394,18.0,22.0,0.818,11.0,30.0,41.0,24.0,12.0,8.0,12.0,16.0,117.0,,0.5870000000000001,0.55,0.3670000000000001,0.244,27.5,69.8,49.4,55.8,12.1,14.0,10.7,100.0,117.8,107.7,201703,POR,HOU,1
2528,HOU @ POR 2017-12-09,HOU,240.0,40.0,75.0,0.5329999999999999,10.0,25.0,0.4,34.0,42.0,0.81,7.0,28.0,35.0,14.0,13.0,2.0,12.0,17.0,124.0,,0.6629999999999999,0.6,0.333,0.56,21.2,80.0,51.5,35.0,13.4,4.3,11.4,100.0,127.5,120.3,201712,POR,HOU,0
2529,HOU @ POR 2017-12-09,POR,240.0,45.0,88.0,0.511,18.0,41.0,0.439,9.0,12.0,0.75,7.0,26.0,33.0,19.0,4.0,5.0,15.0,28.0,117.0,,0.627,0.614,0.466,0.136,20.0,78.8,48.5,42.2,4.1,10.0,13.9,100.0,120.3,127.5,201712,POR,HOU,1
2530,HOU @ POR 2018-03-20,HOU,240.0,38.0,79.0,0.481,19.0,36.0,0.528,20.0,29.0,0.69,7.0,31.0,38.0,18.0,3.0,4.0,9.0,23.0,115.0,,0.627,0.601,0.456,0.3670000000000001,17.1,75.6,46.3,47.4,3.3,7.5,8.9,100.0,126.9,122.5,201803,POR,HOU,0
2531,HOU @ POR 2018-03-20,POR,240.0,40.0,81.0,0.494,11.0,28.0,0.393,20.0,27.0,0.741,10.0,34.0,44.0,20.0,6.0,7.0,8.0,18.0,111.0,,0.598,0.562,0.34600000000000003,0.333,24.4,82.9,53.7,50.0,6.6,16.3,7.9,100.0,122.5,126.9,201803,POR,HOU,1
2532,HOU @ SAC 2015-11-06,HOU,240.0,40.0,82.0,0.488,15.0,36.0,0.417,21.0,27.0,0.778,14.0,35.0,49.0,23.0,8.0,4.0,21.0,26.0,116.0,,0.618,0.579,0.439,0.329,32.6,71.4,53.3,57.5,7.9,6.2,18.3,100.0,114.5,108.6,201511,SAC,HOU,0
2533,HOU @ SAC 2015-11-06,SAC,240.0,40.0,93.0,0.43,9.0,28.0,0.321,21.0,29.0,0.7240000000000001,14.0,29.0,43.0,26.0,14.0,3.0,15.0,19.0,110.0,,0.52,0.478,0.301,0.312,28.6,67.4,46.7,65.0,13.8,6.5,12.4,100.0,108.6,114.5,201511,SAC,HOU,1
2534,HOU @ SAC 2015-12-15,HOU,240.0,34.0,82.0,0.415,12.0,39.0,0.308,17.0,23.0,0.7390000000000001,7.0,29.0,36.0,22.0,17.0,3.0,21.0,28.0,97.0,,0.526,0.488,0.476,0.28,15.6,76.3,43.4,64.7,16.2,5.9,18.6,100.0,92.6,102.2,201512,SAC,HOU,0
2535,HOU @ SAC 2015-12-15,SAC,240.0,38.0,75.0,0.507,11.0,24.0,0.458,20.0,29.0,0.69,9.0,38.0,47.0,25.0,13.0,3.0,28.0,19.0,107.0,,0.61,0.58,0.32,0.387,23.7,84.4,56.6,65.8,12.4,7.0,24.2,100.0,102.2,92.6,201512,SAC,HOU,1
2536,HOU @ SAC 2016-11-25,HOU,240.0,40.0,85.0,0.471,21.0,50.0,0.42,16.0,20.0,0.8,8.0,34.0,42.0,27.0,8.0,2.0,14.0,19.0,117.0,,0.624,0.594,0.588,0.235,19.5,89.5,53.2,67.5,8.2,4.2,13.0,100.0,119.8,106.5,201611,SAC,HOU,0
2537,HOU @ SAC 2016-11-25,SAC,240.0,39.0,80.0,0.488,9.0,32.0,0.281,17.0,21.0,0.81,4.0,33.0,37.0,24.0,7.0,6.0,14.0,18.0,104.0,,0.583,0.544,0.4,0.263,10.5,80.5,46.8,61.5,7.2,17.1,13.6,100.0,106.5,119.8,201611,SAC,HOU,1
2538,HOU @ SAC 2017-04-09,HOU,240.0,45.0,80.0,0.563,18.0,43.0,0.419,27.0,31.0,0.871,5.0,36.0,41.0,26.0,3.0,2.0,16.0,22.0,135.0,,0.721,0.675,0.5379999999999999,0.388,13.9,83.7,51.9,57.8,2.9,3.2,14.6,100.0,131.1,124.3,201704,SAC,HOU,0
2539,HOU @ SAC 2017-04-09,SAC,240.0,47.0,94.0,0.5,9.0,31.0,0.29,25.0,30.0,0.833,7.0,31.0,38.0,26.0,8.0,2.0,5.0,18.0,128.0,,0.597,0.5479999999999999,0.33,0.319,16.3,86.1,48.1,55.3,7.8,5.4,4.5,100.0,124.3,131.1,201704,SAC,HOU,1
2540,HOU @ SAC 2017-10-18,HOU,240.0,33.0,83.0,0.398,12.0,45.0,0.267,27.0,29.0,0.931,12.0,32.0,44.0,19.0,7.0,3.0,14.0,14.0,105.0,,0.5479999999999999,0.47,0.542,0.349,26.7,78.0,51.2,57.6,7.3,4.6,12.8,100.0,109.1,103.9,201710,SAC,HOU,0
2541,HOU @ SAC 2017-10-18,SAC,240.0,42.0,88.0,0.477,8.0,23.0,0.348,8.0,10.0,0.8,9.0,33.0,42.0,19.0,5.0,4.0,17.0,20.0,100.0,,0.541,0.523,0.261,0.114,22.0,73.3,48.8,45.2,5.2,10.5,15.5,100.0,103.9,109.1,201710,SAC,HOU,1
2542,HOU @ SAC 2018-04-11,HOU,240.0,31.0,82.0,0.378,13.0,46.0,0.28300000000000003,8.0,12.0,0.667,8.0,32.0,40.0,11.0,2.0,6.0,14.0,24.0,83.0,,0.475,0.457,0.561,0.146,16.0,84.2,45.5,35.5,2.2,11.1,13.8,100.0,90.2,104.4,201804,SAC,HOU,0
2543,HOU @ SAC 2018-04-11,SAC,240.0,38.0,80.0,0.475,7.0,26.0,0.269,13.0,20.0,0.65,6.0,42.0,48.0,22.0,6.0,3.0,11.0,14.0,96.0,,0.541,0.519,0.325,0.25,15.8,84.0,54.5,57.9,6.5,8.3,11.0,100.0,104.4,90.2,201804,SAC,HOU,1
2544,HOU @ SAS 2016-01-02,HOU,240.0,37.0,74.0,0.5,9.0,22.0,0.409,20.0,33.0,0.606,8.0,29.0,37.0,26.0,7.0,4.0,15.0,20.0,103.0,,0.5820000000000001,0.561,0.297,0.446,20.5,78.4,48.7,70.3,7.4,6.5,14.5,100.0,108.9,127.9,201601,SAS,HOU,0
2545,HOU @ SAS 2016-01-02,SAS,240.0,45.0,86.0,0.523,13.0,24.0,0.542,18.0,19.0,0.947,8.0,31.0,39.0,31.0,9.0,2.0,11.0,22.0,121.0,,0.6409999999999999,0.599,0.279,0.221,21.6,79.5,51.3,68.9,9.5,3.8,10.4,100.0,127.9,108.9,201601,SAS,HOU,1
2546,HOU @ SAS 2016-01-27,HOU,240.0,28.0,73.0,0.384,8.0,30.0,0.267,35.0,52.0,0.6729999999999999,12.0,28.0,40.0,14.0,7.0,11.0,15.0,22.0,99.0,,0.516,0.438,0.411,0.7120000000000001,24.5,70.0,44.9,50.0,7.2,16.4,13.5,100.0,101.2,132.9,201601,SAS,HOU,0
2547,HOU @ SAS 2016-01-27,SAS,240.0,50.0,90.0,0.556,12.0,23.0,0.522,18.0,21.0,0.857,12.0,37.0,49.0,34.0,7.0,3.0,13.0,28.0,130.0,,0.655,0.622,0.256,0.233,30.0,75.5,55.1,68.0,7.2,7.0,11.6,100.0,132.9,101.2,201601,SAS,HOU,1
2548,HOU @ SAS 2016-11-09,HOU,240.0,37.0,78.0,0.474,10.0,30.0,0.333,17.0,22.0,0.773,8.0,37.0,45.0,25.0,7.0,4.0,19.0,24.0,101.0,,0.5760000000000001,0.5379999999999999,0.385,0.282,21.6,78.7,53.6,67.6,7.3,6.6,17.8,100.0,105.9,103.8,201611,SAS,HOU,0
2549,HOU @ SAS 2016-11-09,SAS,240.0,33.0,84.0,0.393,7.0,23.0,0.304,26.0,30.0,0.867,10.0,29.0,39.0,22.0,14.0,5.0,10.0,15.0,99.0,,0.509,0.435,0.274,0.35700000000000004,21.3,78.4,46.4,66.7,14.7,10.4,9.3,100.0,103.8,105.9,201611,SAS,HOU,1
2550,HOU @ SAS 2017-03-06,HOU,240.0,41.0,88.0,0.466,14.0,39.0,0.359,14.0,17.0,0.8240000000000001,7.0,36.0,43.0,19.0,3.0,3.0,12.0,20.0,110.0,,0.5760000000000001,0.545,0.443,0.193,16.7,80.0,49.4,46.3,3.1,5.0,11.2,100.0,113.2,115.3,201703,SAS,HOU,0
2551,HOU @ SAS 2017-03-06,SAS,240.0,40.0,88.0,0.455,11.0,28.0,0.393,21.0,23.0,0.913,9.0,35.0,44.0,24.0,6.0,6.0,9.0,13.0,112.0,,0.5710000000000001,0.517,0.318,0.261,20.0,83.3,50.6,60.0,6.2,12.2,8.4,100.0,115.3,113.2,201703,SAS,HOU,1
2552,HOU @ SAS 2017-05-01,HOU,240.0,40.0,87.0,0.46,22.0,50.0,0.44,24.0,27.0,0.889,7.0,42.0,49.0,30.0,13.0,5.0,14.0,25.0,126.0,,0.637,0.586,0.575,0.31,17.1,79.2,52.1,75.0,12.7,9.1,12.4,100.0,123.0,96.7,201705,SAS,HOU,0
