,game,team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,year_month,home,away,fl_home
1065,CHI @ NYK 2018-01-10,NYK,290.0,48.0,96.0,0.5,10.0,22.0,0.455,13.0,21.0,0.619,11.0,40.0,51.0,24.0,5.0,9.0,18.0,20.0,119.0,,0.565,0.552,0.229,0.219,22.4,80.0,51.5,50.0,4.5,13.8,14.6,100.0,107.4,110.1,201801,NYK,CHI,1
1066,CHI @ NYK 2018-03-19,CHI,240.0,33.0,92.0,0.359,3.0,30.0,0.1,23.0,31.0,0.742,14.0,34.0,48.0,21.0,9.0,7.0,11.0,15.0,92.0,,0.435,0.375,0.326,0.337,23.3,69.4,44.0,63.6,8.9,11.5,9.4,100.0,91.0,108.9,201803,NYK,CHI,0
1067,CHI @ NYK 2018-03-19,NYK,240.0,43.0,96.0,0.448,11.0,35.0,0.314,13.0,17.0,0.765,15.0,46.0,61.0,28.0,6.0,7.0,16.0,24.0,110.0,,0.532,0.505,0.365,0.177,30.6,76.7,56.0,65.1,5.9,11.3,13.4,100.0,108.9,91.0,201803,NYK,CHI,1
1068,CHI @ OKC 2015-12-25,CHI,240.0,40.0,92.0,0.435,7.0,18.0,0.389,18.0,20.0,0.9,16.0,37.0,53.0,22.0,8.0,6.0,16.0,19.0,105.0,,0.521,0.473,0.196,0.217,34.8,67.3,52.5,55.0,8.2,8.3,13.7,100.0,108.1,98.9,201512,OKC,CHI,0
1069,CHI @ OKC 2015-12-25,OKC,240.0,37.0,96.0,0.385,6.0,24.0,0.25,16.0,23.0,0.696,18.0,30.0,48.0,20.0,12.0,3.0,13.0,15.0,96.0,,0.452,0.417,0.25,0.24,32.7,65.2,47.5,54.1,12.4,4.1,10.9,100.0,98.9,108.1,201512,OKC,CHI,1
1070,CHI @ OKC 2017-11-15,CHI,240.0,26.0,75.0,0.34700000000000003,11.0,29.0,0.379,16.0,20.0,0.8,6.0,32.0,38.0,16.0,7.0,2.0,13.0,27.0,79.0,,0.471,0.42,0.387,0.267,14.0,74.4,44.2,61.5,8.0,4.8,13.4,100.0,89.8,104.6,201711,OKC,CHI,0
1071,CHI @ OKC 2017-11-15,OKC,240.0,26.0,72.0,0.361,8.0,30.0,0.267,32.0,37.0,0.865,11.0,37.0,48.0,15.0,7.0,2.0,13.0,19.0,92.0,,0.521,0.417,0.417,0.514,25.6,86.0,55.8,57.7,8.0,4.3,12.8,100.0,104.6,89.8,201711,OKC,CHI,1
1072,CHI @ ORL 2016-03-02,CHI,240.0,38.0,99.0,0.384,6.0,19.0,0.316,7.0,11.0,0.636,5.0,43.0,48.0,24.0,6.0,2.0,7.0,17.0,89.0,,0.429,0.414,0.192,0.111,8.9,84.3,44.9,63.2,5.7,2.6,6.3,100.0,84.5,96.8,201603,ORL,CHI,0
1073,CHI @ ORL 2016-03-02,ORL,240.0,39.0,97.0,0.402,7.0,21.0,0.333,17.0,22.0,0.773,8.0,51.0,59.0,25.0,5.0,6.0,10.0,14.0,102.0,,0.478,0.438,0.21600000000000005,0.227,15.7,91.1,55.1,64.1,4.7,7.5,8.6,100.0,96.8,84.5,201603,ORL,CHI,1
1074,CHI @ ORL 2016-03-26,CHI,240.0,36.0,88.0,0.409,6.0,24.0,0.25,11.0,17.0,0.647,11.0,29.0,40.0,20.0,2.0,3.0,13.0,16.0,89.0,,0.466,0.443,0.273,0.193,22.4,70.7,44.4,55.6,2.1,4.3,12.0,100.0,94.0,117.3,201603,ORL,CHI,0
1075,CHI @ ORL 2016-03-26,ORL,240.0,48.0,89.0,0.539,7.0,19.0,0.368,8.0,12.0,0.667,12.0,38.0,50.0,32.0,5.0,7.0,13.0,21.0,111.0,,0.589,0.579,0.213,0.135,29.3,77.6,55.6,66.7,5.3,10.9,12.1,100.0,117.3,94.0,201603,ORL,CHI,1
1076,CHI @ ORL 2017-01-24,CHI,240.0,35.0,77.0,0.455,7.0,22.0,0.318,23.0,30.0,0.767,6.0,38.0,44.0,12.0,13.0,6.0,13.0,19.0,100.0,,0.5539999999999999,0.5,0.28600000000000003,0.39,14.3,76.0,47.8,34.3,13.4,9.5,12.6,100.0,102.7,94.5,201701,ORL,CHI,0
1077,CHI @ ORL 2017-01-24,ORL,240.0,35.0,85.0,0.412,7.0,22.0,0.318,15.0,20.0,0.75,12.0,36.0,48.0,18.0,7.0,2.0,19.0,18.0,92.0,,0.49,0.453,0.259,0.235,24.0,85.7,52.2,51.4,7.2,3.6,16.8,100.0,94.5,102.7,201701,ORL,CHI,1
1078,CHI @ ORL 2017-03-08,CHI,240.0,36.0,81.0,0.444,12.0,28.0,0.429,7.0,11.0,0.636,9.0,35.0,44.0,24.0,3.0,4.0,16.0,16.0,91.0,,0.53,0.519,0.34600000000000003,0.136,21.4,70.0,47.8,66.7,3.3,6.3,15.7,100.0,100.7,108.4,201703,ORL,CHI,0
1079,CHI @ ORL 2017-03-08,ORL,240.0,37.0,89.0,0.416,7.0,25.0,0.28,17.0,21.0,0.81,15.0,33.0,48.0,21.0,10.0,4.0,9.0,17.0,98.0,,0.499,0.455,0.281,0.236,30.0,78.6,52.2,56.8,11.1,7.5,8.4,100.0,108.4,100.7,201703,ORL,CHI,1
1080,CHI @ ORL 2017-11-03,CHI,240.0,40.0,85.0,0.471,14.0,29.0,0.483,11.0,12.0,0.917,9.0,39.0,48.0,23.0,6.0,2.0,14.0,13.0,105.0,,0.5820000000000001,0.5529999999999999,0.341,0.141,22.5,84.8,55.8,57.5,6.4,3.9,13.4,100.0,111.3,88.0,201711,ORL,CHI,0
1081,CHI @ ORL 2017-11-03,ORL,240.0,35.0,86.0,0.407,10.0,35.0,0.28600000000000003,3.0,5.0,0.6,7.0,31.0,38.0,23.0,6.0,2.0,16.0,11.0,83.0,,0.471,0.465,0.407,0.058,15.2,77.5,44.2,65.7,6.4,3.6,15.4,100.0,88.0,111.3,201711,ORL,CHI,1
1082,CHI @ ORL 2018-03-30,CHI,240.0,30.0,84.0,0.35700000000000004,14.0,41.0,0.341,16.0,23.0,0.696,11.0,42.0,53.0,16.0,11.0,7.0,16.0,17.0,90.0,,0.478,0.44,0.488,0.274,20.4,77.8,49.1,53.3,11.3,12.7,14.5,100.0,92.8,84.5,201803,ORL,CHI,0
1083,CHI @ ORL 2018-03-30,ORL,240.0,31.0,94.0,0.33,7.0,39.0,0.179,13.0,14.0,0.929,12.0,43.0,55.0,16.0,11.0,5.0,12.0,18.0,82.0,,0.409,0.3670000000000001,0.415,0.149,22.2,79.6,50.9,51.6,11.3,11.6,10.7,100.0,84.5,92.8,201803,ORL,CHI,1
1084,CHI @ PHI 2015-11-09,CHI,240.0,41.0,96.0,0.4270000000000001,10.0,25.0,0.4,19.0,23.0,0.826,13.0,45.0,58.0,28.0,6.0,10.0,14.0,19.0,111.0,,0.523,0.479,0.26,0.24,26.0,75.0,52.7,68.3,5.7,13.3,11.7,100.0,106.4,84.3,201511,PHI,CHI,0
1085,CHI @ PHI 2015-11-09,PHI,240.0,35.0,100.0,0.35,5.0,25.0,0.2,13.0,23.0,0.565,15.0,37.0,52.0,19.0,6.0,9.0,13.0,13.0,88.0,,0.4,0.375,0.25,0.23,25.0,74.0,47.3,54.3,5.7,12.7,10.6,100.0,84.3,106.4,201511,PHI,CHI,1
1086,CHI @ PHI 2016-01-14,CHI,265.0,41.0,88.0,0.466,7.0,17.0,0.412,26.0,31.0,0.8390000000000001,17.0,36.0,53.0,17.0,9.0,2.0,23.0,20.0,115.0,,0.5660000000000001,0.506,0.193,0.35200000000000004,42.5,76.6,60.9,41.5,8.9,3.0,18.5,100.0,113.7,109.8,201601,PHI,CHI,0
1087,CHI @ PHI 2016-01-14,PHI,265.0,42.0,93.0,0.452,12.0,27.0,0.444,15.0,20.0,0.75,11.0,23.0,34.0,23.0,13.0,5.0,12.0,27.0,111.0,,0.545,0.516,0.29,0.215,23.4,57.5,39.1,54.8,12.9,7.0,10.5,100.0,109.8,113.7,201601,PHI,CHI,1
1088,CHI @ PHI 2016-11-25,CHI,240.0,40.0,90.0,0.444,6.0,21.0,0.28600000000000003,19.0,26.0,0.731,11.0,40.0,51.0,24.0,10.0,5.0,12.0,17.0,105.0,,0.518,0.478,0.233,0.289,21.6,83.3,51.5,60.0,10.1,8.9,10.6,100.0,105.9,89.8,201611,PHI,CHI,0
1089,CHI @ PHI 2016-11-25,PHI,240.0,31.0,78.0,0.397,9.0,22.0,0.409,18.0,22.0,0.818,8.0,40.0,48.0,18.0,7.0,8.0,19.0,21.0,89.0,,0.508,0.455,0.282,0.282,16.7,78.4,48.5,58.1,7.1,11.6,17.8,100.0,89.8,105.9,201611,PHI,CHI,1
1090,CHI @ PHI 2017-04-06,CHI,240.0,39.0,91.0,0.429,8.0,25.0,0.32,16.0,17.0,0.941,10.0,47.0,57.0,27.0,7.0,6.0,16.0,19.0,102.0,,0.518,0.473,0.275,0.187,20.0,82.5,53.3,69.2,6.8,10.3,14.0,100.0,99.7,88.0,201704,PHI,CHI,0
1091,CHI @ PHI 2017-04-06,PHI,240.0,33.0,91.0,0.363,7.0,33.0,0.212,17.0,22.0,0.773,10.0,40.0,50.0,19.0,10.0,3.0,13.0,19.0,90.0,,0.447,0.401,0.363,0.242,17.5,80.0,46.7,57.6,9.8,4.5,11.4,100.0,88.0,99.7,201704,PHI,CHI,1
1092,CHI @ PHI 2018-01-24,CHI,240.0,36.0,94.0,0.383,11.0,37.0,0.297,18.0,22.0,0.818,10.0,33.0,43.0,20.0,8.0,2.0,11.0,15.0,101.0,,0.487,0.441,0.394,0.234,19.2,84.6,47.3,55.6,8.1,4.1,9.6,100.0,101.8,115.9,201801,PHI,CHI,0
1093,CHI @ PHI 2018-01-24,PHI,240.0,42.0,81.0,0.519,16.0,32.0,0.5,15.0,20.0,0.75,6.0,42.0,48.0,31.0,6.0,7.0,14.0,20.0,115.0,,0.64,0.617,0.395,0.247,15.4,80.8,52.7,73.8,6.0,12.3,13.5,100.0,115.9,101.8,201801,PHI,CHI,1
1094,CHI @ PHX 2015-11-18,CHI,240.0,41.0,83.0,0.494,9.0,19.0,0.474,12.0,14.0,0.857,11.0,36.0,47.0,24.0,7.0,2.0,19.0,17.0,103.0,,0.578,0.5479999999999999,0.229,0.16899999999999998,27.5,72.0,52.2,58.5,7.4,3.1,17.6,100.0,108.2,101.9,201511,PHX,CHI,0
1095,CHI @ PHX 2015-11-18,PHX,240.0,37.0,91.0,0.407,8.0,27.0,0.29600000000000004,15.0,21.0,0.7140000000000001,14.0,29.0,43.0,16.0,12.0,4.0,12.0,14.0,97.0,,0.484,0.451,0.297,0.231,28.0,72.5,47.8,43.2,12.6,6.3,10.7,100.0,101.9,108.2,201511,PHX,CHI,1
1096,CHI @ PHX 2017-11-19,CHI,240.0,42.0,101.0,0.416,12.0,36.0,0.333,9.0,14.0,0.643,12.0,35.0,47.0,20.0,5.0,1.0,11.0,21.0,105.0,,0.49,0.475,0.35600000000000004,0.139,23.5,79.5,49.5,47.6,4.9,1.6,9.3,100.0,103.5,111.4,201711,PHX,CHI,0
1097,CHI @ PHX 2017-11-19,PHX,240.0,45.0,89.0,0.506,7.0,27.0,0.259,16.0,22.0,0.727,9.0,39.0,48.0,32.0,5.0,4.0,12.0,16.0,113.0,,0.573,0.545,0.303,0.247,20.5,76.5,50.5,71.1,4.9,6.2,10.8,100.0,111.4,103.5,201711,PHX,CHI,1
1098,CHI @ POR 2015-11-24,CHI,240.0,33.0,86.0,0.384,7.0,18.0,0.389,20.0,23.0,0.87,6.0,38.0,44.0,19.0,6.0,3.0,10.0,18.0,93.0,,0.484,0.424,0.209,0.267,13.3,70.4,44.4,57.6,6.2,4.5,9.4,100.0,96.7,91.5,201511,POR,CHI,0
1099,CHI @ POR 2015-11-24,POR,240.0,31.0,88.0,0.35200000000000004,6.0,22.0,0.273,20.0,27.0,0.741,16.0,39.0,55.0,18.0,5.0,9.0,14.0,21.0,88.0,,0.441,0.386,0.25,0.307,29.6,86.7,55.6,58.1,5.2,13.2,12.3,100.0,91.5,96.7,201511,POR,CHI,1
1100,CHI @ POR 2016-11-15,CHI,240.0,41.0,98.0,0.418,7.0,20.0,0.35,24.0,28.0,0.857,19.0,48.0,67.0,16.0,7.0,4.0,10.0,19.0,113.0,,0.512,0.454,0.204,0.28600000000000003,35.8,76.2,57.8,39.0,7.2,6.6,8.3,100.0,115.9,90.3,201611,POR,CHI,0
1101,CHI @ POR 2016-11-15,POR,240.0,34.0,95.0,0.358,9.0,34.0,0.265,11.0,18.0,0.611,15.0,34.0,49.0,17.0,8.0,4.0,11.0,18.0,88.0,,0.428,0.405,0.358,0.189,23.8,64.2,42.2,50.0,8.2,5.1,9.7,100.0,90.3,115.9,201611,POR,CHI,1
1102,CHI @ POR 2018-01-31,CHI,240.0,41.0,99.0,0.414,13.0,34.0,0.382,13.0,22.0,0.591,12.0,24.0,36.0,19.0,10.0,4.0,6.0,16.0,108.0,,0.4970000000000001,0.48,0.343,0.222,21.8,82.8,42.9,46.3,10.0,8.0,5.2,100.0,107.7,123.6,201801,POR,CHI,0
1103,CHI @ POR 2018-01-31,POR,240.0,46.0,82.0,0.561,15.0,32.0,0.469,17.0,20.0,0.85,5.0,43.0,48.0,21.0,3.0,6.0,17.0,19.0,124.0,,0.6829999999999999,0.652,0.39,0.244,17.2,78.2,57.1,45.7,3.0,9.2,15.8,100.0,123.6,107.7,201801,POR,CHI,1
1104,CHI @ SAS 2016-03-10,CHI,240.0,39.0,86.0,0.453,11.0,22.0,0.5,12.0,13.0,0.923,11.0,39.0,50.0,23.0,5.0,5.0,21.0,18.0,101.0,,0.551,0.517,0.256,0.151,26.2,81.3,55.6,59.0,5.1,6.6,18.6,100.0,102.1,110.2,201603,SAS,CHI,0
1105,CHI @ SAS 2016-03-10,SAS,240.0,44.0,93.0,0.473,6.0,17.0,0.353,15.0,19.0,0.789,9.0,31.0,40.0,29.0,14.0,4.0,8.0,12.0,109.0,,0.5379999999999999,0.505,0.183,0.204,18.8,73.8,44.4,65.9,14.2,6.3,7.3,100.0,110.2,102.1,201603,SAS,CHI,1
1106,CHI @ SAS 2016-12-25,CHI,240.0,39.0,86.0,0.453,7.0,18.0,0.389,15.0,20.0,0.75,14.0,24.0,38.0,20.0,9.0,1.0,14.0,19.0,100.0,,0.527,0.494,0.209,0.233,30.4,68.6,46.9,51.3,9.7,1.5,12.9,100.0,107.6,128.1,201612,SAS,CHI,0
1107,CHI @ SAS 2016-12-25,SAS,240.0,48.0,85.0,0.565,9.0,18.0,0.5,14.0,19.0,0.737,11.0,32.0,43.0,30.0,7.0,3.0,13.0,19.0,119.0,,0.637,0.618,0.212,0.224,31.4,69.6,53.1,62.5,7.5,4.4,12.2,100.0,128.1,107.6,201612,SAS,CHI,1
1108,CHI @ SAS 2017-11-11,CHI,240.0,40.0,86.0,0.465,6.0,23.0,0.261,8.0,13.0,0.615,5.0,23.0,28.0,22.0,9.0,4.0,13.0,15.0,94.0,,0.512,0.5,0.267,0.151,12.2,74.2,38.9,55.0,9.3,6.9,12.4,100.0,97.3,137.7,201711,SAS,CHI,0
1109,CHI @ SAS 2017-11-11,SAS,240.0,51.0,85.0,0.6,18.0,27.0,0.667,13.0,16.0,0.813,8.0,36.0,44.0,33.0,5.0,6.0,13.0,16.0,133.0,,0.723,0.706,0.318,0.188,25.8,87.8,61.1,64.7,5.2,9.5,12.4,100.0,137.7,97.3,201711,SAS,CHI,1
1110,CHI @ TOR 2016-01-03,CHI,240.0,42.0,82.0,0.512,9.0,21.0,0.429,22.0,25.0,0.88,8.0,34.0,42.0,23.0,4.0,8.0,11.0,18.0,115.0,,0.618,0.5670000000000001,0.256,0.305,25.0,72.3,53.2,54.8,4.3,13.1,10.6,100.0,124.3,122.1,201601,TOR,CHI,0
1111,CHI @ TOR 2016-01-03,TOR,240.0,42.0,92.0,0.457,13.0,31.0,0.419,16.0,19.0,0.8420000000000001,13.0,24.0,37.0,21.0,6.0,8.0,8.0,19.0,113.0,,0.563,0.527,0.337,0.207,27.7,75.0,46.8,50.0,6.5,13.1,7.4,100.0,122.1,124.3,201601,TOR,CHI,1
1112,CHI @ TOR 2016-03-14,CHI,240.0,41.0,83.0,0.494,9.0,25.0,0.36,18.0,20.0,0.9,8.0,30.0,38.0,23.0,2.0,7.0,8.0,22.0,109.0,,0.594,0.5479999999999999,0.301,0.241,20.0,75.0,47.5,56.1,2.2,11.1,8.0,100.0,122.4,120.2,201603,TOR,CHI,0
1113,CHI @ TOR 2016-03-14,TOR,240.0,37.0,83.0,0.446,6.0,20.0,0.3,27.0,31.0,0.871,10.0,32.0,42.0,12.0,5.0,9.0,5.0,18.0,107.0,,0.5539999999999999,0.482,0.241,0.373,25.0,80.0,52.5,32.4,5.6,15.5,4.9,100.0,120.2,122.4,201603,TOR,CHI,1
1114,CHI @ TOR 2017-03-21,CHI,265.0,42.0,90.0,0.467,14.0,37.0,0.378,22.0,27.0,0.815,9.0,30.0,39.0,25.0,9.0,10.0,14.0,24.0,120.0,,0.589,0.544,0.411,0.3,20.9,65.2,43.8,59.5,8.7,13.9,12.1,100.0,115.4,117.3,201703,TOR,CHI,0
1115,CHI @ TOR 2017-03-21,TOR,265.0,47.0,95.0,0.495,8.0,23.0,0.348,20.0,27.0,0.741,16.0,34.0,50.0,18.0,6.0,4.0,16.0,23.0,122.0,,0.5710000000000001,0.537,0.242,0.284,34.8,79.1,56.2,38.3,5.8,7.5,13.0,100.0,117.3,115.4,201703,TOR,CHI,1
1116,CHI @ TOR 2017-10-19,CHI,240.0,37.0,89.0,0.416,10.0,32.0,0.313,16.0,19.0,0.8420000000000001,10.0,29.0,39.0,22.0,7.0,2.0,19.0,23.0,100.0,,0.514,0.472,0.36,0.213,21.7,69.0,44.3,59.5,7.0,3.7,16.3,100.0,99.9,116.9,201710,TOR,CHI,0
1117,CHI @ TOR 2017-10-19,TOR,240.0,39.0,83.0,0.47,13.0,29.0,0.448,26.0,28.0,0.929,13.0,36.0,49.0,26.0,10.0,4.0,17.0,19.0,117.0,,0.614,0.5479999999999999,0.349,0.337,31.0,78.3,55.7,66.7,10.0,7.0,15.1,100.0,116.9,99.9,201710,TOR,CHI,1
1118,CHI @ TOR 2017-11-07,CHI,240.0,40.0,80.0,0.5,11.0,29.0,0.379,23.0,28.0,0.821,8.0,29.0,37.0,26.0,10.0,2.0,13.0,23.0,114.0,,0.617,0.569,0.363,0.35,21.1,80.6,50.0,65.0,10.4,3.6,12.3,100.0,118.1,123.3,201711,TOR,CHI,0
1119,CHI @ TOR 2017-11-07,TOR,240.0,44.0,81.0,0.5429999999999999,13.0,25.0,0.52,18.0,24.0,0.75,7.0,30.0,37.0,22.0,5.0,0.0,15.0,22.0,119.0,,0.65,0.623,0.309,0.29600000000000004,19.4,78.9,50.0,50.0,5.2,0.0,14.1,100.0,123.3,118.1,201711,TOR,CHI,1
1120,CHI @ UTA 2016-11-17,CHI,240.0,33.0,90.0,0.3670000000000001,5.0,17.0,0.294,14.0,16.0,0.875,14.0,32.0,46.0,8.0,7.0,6.0,8.0,16.0,85.0,,0.438,0.394,0.189,0.17800000000000002,26.9,76.2,48.9,24.2,8.1,11.3,7.6,100.0,98.6,89.4,201611,UTA,CHI,0
1121,CHI @ UTA 2016-11-17,UTA,240.0,30.0,78.0,0.385,5.0,25.0,0.2,12.0,14.0,0.857,10.0,38.0,48.0,11.0,4.0,3.0,13.0,14.0,77.0,,0.457,0.417,0.321,0.179,23.8,73.1,51.1,36.7,4.6,4.1,13.4,100.0,89.4,98.6,201611,UTA,CHI,1
1122,CHI @ UTA 2017-11-22,CHI,240.0,29.0,78.0,0.3720000000000001,5.0,21.0,0.238,17.0,20.0,0.85,8.0,35.0,43.0,15.0,3.0,1.0,16.0,21.0,80.0,,0.461,0.404,0.269,0.256,17.8,81.4,48.9,51.7,3.3,2.0,15.6,100.0,86.9,119.5,201711,UTA,CHI,0
1123,CHI @ UTA 2017-11-22,UTA,240.0,40.0,86.0,0.465,14.0,35.0,0.4,16.0,19.0,0.8420000000000001,8.0,37.0,45.0,23.0,10.0,5.0,7.0,15.0,110.0,,0.583,0.547,0.407,0.221,18.6,82.2,51.1,57.5,10.9,8.8,6.9,100.0,119.5,86.9,201711,UTA,CHI,1
1124,CHI @ WAS 2016-03-16,CHI,240.0,35.0,87.0,0.402,6.0,20.0,0.3,20.0,23.0,0.87,9.0,31.0,40.0,20.0,10.0,3.0,18.0,20.0,96.0,,0.494,0.4370000000000001,0.23,0.264,19.1,77.5,46.0,57.1,9.7,4.5,15.6,100.0,93.5,114.0,201603,WAS,CHI,0
1125,CHI @ WAS 2016-03-16,WAS,240.0,43.0,88.0,0.489,13.0,21.0,0.619,18.0,24.0,0.75,9.0,38.0,47.0,25.0,12.0,6.0,15.0,19.0,117.0,,0.594,0.563,0.239,0.273,22.5,80.9,54.0,58.1,11.7,9.0,13.2,100.0,114.0,93.5,201603,WAS,CHI,1
1126,CHI @ WAS 2017-01-10,CHI,240.0,35.0,88.0,0.398,10.0,27.0,0.37,19.0,21.0,0.905,12.0,32.0,44.0,19.0,10.0,2.0,17.0,18.0,99.0,,0.509,0.455,0.307,0.239,25.5,82.1,51.2,54.3,10.1,3.3,14.9,100.0,99.7,101.7,201701,WAS,CHI,0
1127,CHI @ WAS 2017-01-10,WAS,240.0,42.0,83.0,0.506,11.0,22.0,0.5,6.0,9.0,0.667,7.0,35.0,42.0,24.0,8.0,6.0,21.0,24.0,101.0,,0.581,0.5720000000000001,0.265,0.108,17.9,74.5,48.8,57.1,8.1,9.8,19.5,100.0,101.7,99.7,201701,WAS,CHI,1
1128,CHI @ WAS 2017-03-17,CHI,240.0,44.0,88.0,0.5,7.0,27.0,0.259,12.0,18.0,0.667,15.0,38.0,53.0,28.0,5.0,5.0,18.0,19.0,107.0,,0.5579999999999999,0.54,0.307,0.205,35.7,74.5,57.0,63.6,5.1,6.7,15.8,100.0,108.5,113.6,201703,WAS,CHI,0
1129,CHI @ WAS 2017-03-17,WAS,240.0,46.0,101.0,0.455,10.0,26.0,0.385,10.0,12.0,0.833,13.0,27.0,40.0,34.0,5.0,6.0,10.0,17.0,112.0,,0.527,0.505,0.257,0.119,25.5,64.3,43.0,73.9,5.1,9.8,8.6,100.0,113.6,108.5,201703,WAS,CHI,1
1130,CHI @ WAS 2017-12-31,CHI,240.0,42.0,92.0,0.457,8.0,35.0,0.229,18.0,22.0,0.818,10.0,36.0,46.0,24.0,6.0,1.0,12.0,22.0,110.0,,0.541,0.5,0.38,0.239,22.2,75.0,49.5,57.1,6.1,1.8,10.6,100.0,111.5,115.5,201712,WAS,CHI,0
1131,CHI @ WAS 2017-12-31,WAS,240.0,43.0,93.0,0.462,16.0,36.0,0.444,12.0,17.0,0.706,12.0,35.0,47.0,27.0,6.0,8.0,10.0,24.0,114.0,,0.5670000000000001,0.5479999999999999,0.387,0.183,25.0,77.8,50.5,62.8,6.1,14.0,9.1,100.0,115.5,111.5,201712,WAS,CHI,1
1132,CLE @ ATL 2016-04-01,ATL,265.0,38.0,95.0,0.4,9.0,30.0,0.3,23.0,26.0,0.885,5.0,43.0,48.0,25.0,5.0,8.0,15.0,27.0,108.0,,0.507,0.447,0.316,0.274,9.8,79.6,45.7,65.8,4.5,13.3,12.4,100.0,96.4,98.2,201604,ATL,CLE,1
1133,CLE @ ATL 2016-04-01,CLE,265.0,39.0,98.0,0.398,12.0,38.0,0.316,20.0,31.0,0.645,11.0,46.0,57.0,27.0,9.0,6.0,12.0,23.0,110.0,,0.493,0.459,0.388,0.316,20.4,90.2,54.3,69.2,8.0,9.2,9.7,100.0,98.2,96.4,201604,ATL,CLE,0
1134,CLE @ ATL 2016-05-06,ATL,240.0,41.0,84.0,0.488,16.0,34.0,0.471,10.0,12.0,0.833,6.0,22.0,28.0,29.0,8.0,7.0,14.0,21.0,108.0,,0.605,0.583,0.405,0.14300000000000002,14.0,55.0,33.7,70.7,8.4,15.2,13.6,100.0,114.0,127.7,201605,ATL,CLE,1
1135,CLE @ ATL 2016-05-06,CLE,240.0,42.0,85.0,0.494,21.0,39.0,0.5379999999999999,16.0,27.0,0.593,18.0,37.0,55.0,26.0,9.0,1.0,18.0,21.0,121.0,,0.624,0.618,0.459,0.318,45.0,86.0,66.3,61.9,9.5,2.0,15.7,100.0,127.7,114.0,201605,ATL,CLE,0
1136,CLE @ ATL 2016-05-08,ATL,240.0,40.0,83.0,0.482,9.0,31.0,0.29,10.0,14.0,0.7140000000000001,9.0,33.0,42.0,22.0,10.0,7.0,12.0,16.0,99.0,,0.555,0.536,0.373,0.16899999999999998,25.0,70.2,50.6,55.0,11.0,13.7,11.9,100.0,109.2,110.3,201605,ATL,CLE,1
1137,CLE @ ATL 2016-05-08,CLE,240.0,38.0,88.0,0.4320000000000001,16.0,37.0,0.4320000000000001,8.0,13.0,0.615,14.0,27.0,41.0,23.0,6.0,7.0,15.0,14.0,100.0,,0.534,0.523,0.42,0.14800000000000002,29.8,75.0,49.4,60.5,6.6,13.5,13.8,100.0,110.3,109.2,201605,ATL,CLE,0
1138,CLE @ ATL 2017-03-03,ATL,240.0,49.0,91.0,0.5379999999999999,10.0,26.0,0.385,22.0,30.0,0.733,11.0,32.0,43.0,30.0,7.0,4.0,12.0,15.0,130.0,,0.624,0.593,0.28600000000000003,0.33,28.2,86.5,56.6,61.2,6.8,10.0,10.3,100.0,127.0,131.9,201703,ATL,CLE,1
1139,CLE @ ATL 2017-03-03,CLE,240.0,47.0,86.0,0.547,25.0,46.0,0.5429999999999999,16.0,20.0,0.8,5.0,28.0,33.0,31.0,7.0,5.0,14.0,24.0,135.0,,0.7120000000000001,0.6920000000000001,0.535,0.233,13.5,71.8,43.4,66.0,6.8,7.7,12.9,100.0,131.9,127.0,201703,ATL,CLE,0
1140,CLE @ ATL 2017-04-09,ATL,265.0,44.0,94.0,0.468,9.0,31.0,0.29,29.0,37.0,0.784,10.0,35.0,45.0,31.0,8.0,4.0,12.0,22.0,126.0,,0.5710000000000001,0.516,0.33,0.394,20.0,72.9,45.9,70.5,7.5,7.7,9.8,100.0,117.4,116.4,201704,ATL,CLE,1
1141,CLE @ ATL 2017-04-09,CLE,265.0,45.0,98.0,0.459,19.0,46.0,0.413,16.0,20.0,0.8,13.0,40.0,53.0,28.0,4.0,3.0,14.0,27.0,125.0,,0.585,0.556,0.469,0.204,27.1,80.0,54.1,62.2,3.7,4.8,11.6,100.0,116.4,117.4,201704,ATL,CLE,0
1142,CLE @ ATL 2017-11-30,ATL,240.0,41.0,79.0,0.519,12.0,31.0,0.387,20.0,24.0,0.833,8.0,21.0,29.0,24.0,9.0,4.0,17.0,20.0,114.0,,0.636,0.595,0.392,0.304,22.2,63.6,42.0,58.5,9.4,10.0,16.0,100.0,119.6,127.0,201711,ATL,CLE,1
1143,CLE @ ATL 2017-11-30,CLE,240.0,41.0,79.0,0.519,18.0,39.0,0.462,21.0,27.0,0.778,12.0,28.0,40.0,30.0,9.0,5.0,19.0,20.0,121.0,,0.6659999999999999,0.633,0.494,0.342,36.4,77.8,58.0,73.2,9.4,10.4,17.3,100.0,127.0,119.6,201711,ATL,CLE,0
1144,CLE @ BKN 2016-01-20,BKN,240.0,35.0,84.0,0.417,4.0,19.0,0.211,4.0,8.0,0.5,9.0,30.0,39.0,20.0,4.0,4.0,12.0,16.0,78.0,,0.446,0.44,0.226,0.095,18.8,83.3,46.4,57.1,4.4,6.7,12.1,100.0,86.6,101.1,201601,BKN,CLE,1
